,Unnamed: 0,Clase,Clase1,Clase2,Clase3,Clase4,Clase5,Predicciones
3835,3835,2,700.0,1226.0,977.0,807.0,456.0,2
3836,3836,2,1820.0,2330.0,1545.0,1505.0,1282.0,2
3837,3837,2,1396.0,1658.0,941.0,653.0,898.0,2
3838,3838,2,736.0,1571.0,1008.0,780.0,605.0,2
3839,3839,2,783.0,1126.0,773.0,437.0,528.0,2
3840,3840,2,548.0,1783.0,1735.0,1118.0,516.0,2
3841,3841,2,969.0,1947.0,1187.0,627.0,1093.0,2
3842,3842,2,1038.0,1531.0,1337.0,740.0,799.0,2
3843,3843,2,46.0,139.0,80.0,221.0,25.0,4
3844,3844,2,898.0,1654.0,862.0,963.0,443.0,2
3845,3845,2,1690.0,1755.0,1175.0,1094.0,369.0,2
3846,3846,2,702.0,1177.0,918.0,558.0,312.0,2
3847,3847,2,620.0,1131.0,802.0,452.0,383.0,2
3848,3848,2,794.0,1805.0,1305.0,530.0,190.0,2
3849,3849,2,528.0,1050.0,754.0,346.0,221.0,2
3850,3850,2,1031.0,1614.0,1400.0,805.0,221.0,2
3851,3851,2,723.0,1406.0,979.0,402.0,111.0,2
3852,3852,2,497.0,999.0,710.0,386.0,227.0,2
3853,3853,2,725.0,1344.0,967.0,546.0,481.0,2
3854,3854,2,430.0,1026.0,852.0,579.0,413.0,2
3855,3855,2,851.0,1455.0,992.0,1181.0,1236.0,2
3856,3856,2,1188.0,2062.0,2360.0,2080.0,600.0,3
3857,3857,2,1039.0,987.0,697.0,1112.0,370.0,1
3858,3858,2,813.0,1552.0,1231.0,1424.0,871.0,2
3859,3859,2,786.0,866.0,654.0,493.0,1616.0,5
3860,3860,2,869.0,1099.0,1007.0,612.0,1503.0,5
3861,3861,2,906.0,887.0,920.0,854.0,1558.0,5
3862,3862,2,791.0,945.0,834.0,624.0,1750.0,5
3863,3863,2,381.0,686.0,467.0,415.0,573.0,2
3864,3864,2,393.0,525.0,403.0,617.0,650.0,4
3865,3865,2,543.0,819.0,813.0,565.0,669.0,3
3866,3866,2,550.0,1195.0,976.0,763.0,413.0,2
3867,3867,2,1249.0,1464.0,1105.0,853.0,794.0,2
3868,3868,2,925.0,921.0,834.0,805.0,1073.0,1
3869,3869,2,677.0,937.0,668.0,451.0,364.0,2
3870,3870,2,497.0,762.0,693.0,392.0,391.0,2
3871,3871,2,665.0,724.0,706.0,590.0,537.0,1
3872,3872,2,403.0,806.0,534.0,360.0,224.0,2
3873,3873,2,235.0,727.0,648.0,385.0,202.0,2
3874,3874,2,457.0,578.0,491.0,673.0,261.0,4
3875,3875,2,438.0,785.0,520.0,411.0,218.0,2
3876,3876,2,583.0,741.0,607.0,380.0,250.0,2
3877,3877,2,571.0,921.0,855.0,439.0,457.0,2
3878,3878,2,827.0,978.0,1099.0,752.0,1760.0,5
3879,3879,2,1158.0,1415.0,1118.0,781.0,900.0,2
3880,3880,2,772.0,1433.0,1157.0,463.0,509.0,2
3881,3881,2,429.0,861.0,427.0,450.0,488.0,2
3882,3882,2,697.0,1088.0,811.0,519.0,430.0,2
3883,3883,2,1098.0,942.0,518.0,448.0,921.0,1
3884,3884,2,604.0,773.0,464.0,405.0,485.0,2
3885,3885,2,1382.0,1376.0,1583.0,1053.0,1049.0,3
3886,3886,2,1541.0,1154.0,865.0,709.0,850.0,1
3887,3887,2,340.0,816.0,385.0,420.0,192.0,2
3888,3888,2,271.0,437.0,347.0,228.0,181.0,2
3889,3889,2,630.0,937.0,627.0,573.0,606.0,2
3890,3890,2,616.0,1028.0,646.0,432.0,250.0,2
3891,3891,2,672.0,1009.0,935.0,505.0,352.0,2
3892,3892,2,467.0,596.0,454.0,581.0,465.0,2
3893,3893,2,1121.0,1406.0,1313.0,435.0,995.0,3
3894,3894,2,962.0,1072.0,1131.0,619.0,1374.0,3
3895,3895,2,687.0,885.0,822.0,756.0,387.0,2
3896,3896,2,507.0,645.0,501.0,797.0,225.0,4
3897,3897,2,580.0,945.0,823.0,576.0,436.0,2
3898,3898,2,1050.0,1549.0,1276.0,972.0,502.0,2
3899,3899,2,370.0,694.0,507.0,392.0,393.0,2
3900,3900,2,732.0,931.0,829.0,783.0,402.0,2
3901,3901,2,455.0,668.0,659.0,995.0,93.0,4
3902,3902,2,436.0,790.0,655.0,418.0,456.0,2
3903,3903,2,563.0,1167.0,912.0,489.0,434.0,2
3904,3904,2,350.0,911.0,551.0,481.0,126.0,2
3905,3905,2,386.0,556.0,445.0,330.0,238.0,2
3906,3906,2,646.0,916.0,861.0,477.0,381.0,2
3907,3907,2,1260.0,1648.0,1562.0,900.0,1075.0,3
3908,3908,2,696.0,1016.0,1039.0,1183.0,256.0,4
3909,3909,2,819.0,1131.0,1221.0,1542.0,141.0,4
3910,3910,2,431.0,946.0,808.0,454.0,292.0,2
3911,3911,2,826.0,1361.0,1151.0,654.0,568.0,2
3912,3912,2,528.0,811.0,816.0,317.0,687.0,3
3913,3913,2,758.0,912.0,1115.0,1091.0,704.0,3
3914,3914,2,533.0,797.0,752.0,311.0,371.0,2
3915,3915,2,902.0,1324.0,1073.0,702.0,700.0,2
3916,3916,2,1275.0,1417.0,1446.0,913.0,863.0,3
3917,3917,2,1069.0,1654.0,1634.0,749.0,746.0,3
3918,3918,2,671.0,1394.0,1095.0,510.0,401.0,2
3919,3919,2,750.0,1067.0,963.0,615.0,234.0,2
3920,3920,2,1008.0,1174.0,1060.0,594.0,1330.0,2
3921,3921,2,1065.0,1264.0,1279.0,1364.0,678.0,3
3922,3922,2,393.0,718.0,415.0,267.0,872.0,2
3923,3923,2,688.0,1318.0,670.0,770.0,310.0,2
3924,3924,2,554.0,998.0,1348.0,728.0,375.0,3
3925,3925,2,360.0,700.0,490.0,317.0,275.0,2
3926,3926,2,418.0,480.0,536.0,447.0,650.0,3
3927,3927,2,678.0,675.0,718.0,487.0,724.0,1
3928,3928,2,603.0,776.0,1018.0,422.0,370.0,3
3929,3929,2,584.0,884.0,718.0,584.0,342.0,2
3930,3930,2,729.0,804.0,605.0,443.0,129.0,2
3931,3931,2,145.0,871.0,385.0,324.0,91.0,2
3932,3932,2,420.0,951.0,466.0,507.0,156.0,2
3933,3933,2,1030.0,1367.0,1019.0,541.0,668.0,2
3934,3934,2,374.0,1028.0,590.0,406.0,453.0,2
3935,3935,2,372.0,890.0,761.0,360.0,241.0,2
3936,3936,2,583.0,1609.0,856.0,540.0,140.0,2
3937,3937,2,416.0,1144.0,703.0,572.0,153.0,2
3938,3938,2,520.0,913.0,634.0,665.0,143.0,2
3939,3939,2,962.0,1498.0,1183.0,786.0,584.0,2
3940,3940,2,548.0,1133.0,713.0,750.0,270.0,2
3941,3941,2,949.0,1278.0,1057.0,1504.0,409.0,2
3942,3942,2,691.0,1029.0,912.0,833.0,382.0,2
3943,3943,2,782.0,1132.0,987.0,627.0,511.0,2
3944,3944,2,472.0,995.0,633.0,642.0,258.0,2
3945,3945,2,576.0,894.0,609.0,786.0,313.0,2
3946,3946,2,941.0,1335.0,1077.0,765.0,451.0,2
3947,3947,2,530.0,884.0,636.0,685.0,329.0,2
3948,3948,2,488.0,938.0,444.0,503.0,184.0,2
3949,3949,2,379.0,714.0,369.0,230.0,206.0,2
3950,3950,2,501.0,991.0,671.0,574.0,429.0,2
3951,3951,2,108.0,537.0,532.0,248.0,48.0,2
3952,3952,2,296.0,792.0,298.0,240.0,236.0,2
3953,3953,2,805.0,1230.0,870.0,744.0,193.0,2
3954,3954,2,569.0,1385.0,572.0,991.0,273.0,2
3955,3955,2,627.0,1021.0,566.0,768.0,187.0,2
3956,3956,2,686.0,823.0,755.0,577.0,499.0,2
3957,3957,2,728.0,877.0,768.0,834.0,505.0,2
3958,3958,2,756.0,1556.0,709.0,567.0,488.0,2
3959,3959,2,582.0,758.0,867.0,685.0,780.0,3
3960,3960,2,401.0,918.0,481.0,194.0,441.0,2
3961,3961,2,447.0,735.0,1014.0,601.0,290.0,3
3962,3962,2,428.0,1034.0,744.0,509.0,371.0,2
3963,3963,2,465.0,795.0,856.0,940.0,376.0,4
3964,3964,2,598.0,766.0,752.0,455.0,474.0,3
3965,3965,2,756.0,993.0,811.0,910.0,776.0,2
3966,3966,2,730.0,982.0,869.0,1123.0,748.0,4
3967,3967,2,421.0,732.0,444.0,606.0,454.0,2
3968,3968,2,915.0,1247.0,1131.0,1032.0,616.0,2
3969,3969,2,627.0,1384.0,616.0,817.0,104.0,2
3970,3970,2,407.0,973.0,531.0,495.0,153.0,2
3971,3971,2,603.0,1167.0,714.0,760.0,464.0,2
3972,3972,2,341.0,580.0,386.0,336.0,374.0,2
3973,3973,2,341.0,866.0,688.0,449.0,222.0,2
3974,3974,2,814.0,1495.0,1120.0,975.0,857.0,2
3975,3975,2,741.0,970.0,793.0,798.0,1509.0,5
3976,3976,2,731.0,996.0,1001.0,1885.0,334.0,4
3977,3977,2,428.0,638.0,601.0,497.0,610.0,2
3978,3978,2,944.0,1549.0,991.0,739.0,1215.0,2
3979,3979,2,1115.0,1656.0,1462.0,1527.0,990.0,2
3980,3980,2,590.0,1265.0,808.0,830.0,424.0,2
3981,3981,2,848.0,1119.0,824.0,887.0,539.0,2
3982,3982,2,788.0,1187.0,819.0,840.0,833.0,2
3983,3983,2,287.0,738.0,478.0,227.0,166.0,2
3984,3984,2,575.0,865.0,763.0,412.0,295.0,2
3985,3985,2,303.0,644.0,341.0,368.0,329.0,2
3986,3986,2,713.0,1194.0,843.0,652.0,942.0,2
3987,3987,2,755.0,1140.0,876.0,510.0,350.0,2
3988,3988,2,545.0,1236.0,720.0,520.0,325.0,2
3989,3989,2,371.0,657.0,464.0,416.0,591.0,2
3990,3990,2,585.0,1020.0,655.0,999.0,273.0,2
3991,3991,2,784.0,1090.0,764.0,1009.0,615.0,2
3992,3992,2,606.0,845.0,815.0,949.0,471.0,4
3993,3993,2,560.0,1179.0,517.0,570.0,173.0,2
3994,3994,2,397.0,1111.0,542.0,786.0,470.0,2
3995,3995,2,599.0,886.0,790.0,886.0,1224.0,4
3996,3996,2,543.0,961.0,628.0,528.0,281.0,2
3997,3997,2,1194.0,1309.0,1106.0,1234.0,809.0,2
3998,3998,2,613.0,1159.0,606.0,514.0,635.0,2
3999,3999,2,1026.0,943.0,584.0,348.0,517.0,1
4000,4000,2,433.0,694.0,364.0,395.0,161.0,2
4001,4001,2,450.0,899.0,782.0,678.0,326.0,2
4002,4002,2,1639.0,1698.0,956.0,866.0,539.0,2
4003,4003,2,1533.0,1788.0,966.0,663.0,668.0,2
4004,4004,2,443.0,740.0,491.0,354.0,318.0,2
4005,4005,2,948.0,1337.0,856.0,799.0,489.0,2
4006,4006,2,829.0,1100.0,1212.0,934.0,859.0,3
4007,4007,2,568.0,728.0,613.0,458.0,978.0,5
4008,4008,2,823.0,1660.0,1030.0,693.0,502.0,2
4009,4009,2,1266.0,1052.0,716.0,416.0,364.0,1
4010,4010,2,2045.0,1909.0,1110.0,641.0,360.0,1
4011,4011,2,1610.0,798.0,512.0,227.0,790.0,1
4012,4012,2,1024.0,1176.0,1262.0,1279.0,849.0,3
4013,4013,2,1904.0,2716.0,1468.0,1134.0,719.0,2
4014,4014,2,645.0,977.0,881.0,576.0,468.0,2
4015,4015,2,430.0,653.0,542.0,472.0,297.0,2
4016,4016,2,1168.0,1147.0,778.0,511.0,601.0,1
4017,4017,2,532.0,1007.0,896.0,366.0,474.0,2
4018,4018,2,570.0,1231.0,719.0,647.0,448.0,2
4019,4019,2,1070.0,1143.0,949.0,522.0,170.0,2
4020,4020,2,1099.0,1595.0,1104.0,1177.0,825.0,2
4021,4021,2,1393.0,1642.0,988.0,513.0,510.0,2
4022,4022,2,2393.0,2234.0,1248.0,1056.0,477.0,1
4023,4023,2,1029.0,1390.0,820.0,599.0,232.0,2
4024,4024,2,368.0,819.0,499.0,364.0,249.0,2
4025,4025,2,1008.0,1361.0,892.0,773.0,493.0,2
4026,4026,2,533.0,728.0,488.0,357.0,300.0,2
4027,4027,2,1076.0,1761.0,1081.0,775.0,843.0,2
4028,4028,2,1381.0,1621.0,920.0,668.0,536.0,2
4029,4029,2,1858.0,2394.0,1865.0,948.0,524.0,2
4030,4030,2,383.0,679.0,599.0,153.0,233.0,2
4031,4031,2,1128.0,1833.0,1509.0,571.0,1099.0,2
4032,4032,2,704.0,994.0,864.0,371.0,293.0,2
4033,4033,2,1356.0,1634.0,792.0,413.0,593.0,2
4034,4034,2,1374.0,1314.0,930.0,487.0,188.0,1
4035,4035,2,736.0,1158.0,829.0,811.0,838.0,2
4036,4036,2,462.0,742.0,801.0,475.0,346.0,3
4037,4037,2,269.0,990.0,264.0,255.0,145.0,2
4038,4038,2,1479.0,1952.0,949.0,685.0,341.0,2
4039,4039,2,360.0,670.0,549.0,571.0,300.0,2
4040,4040,2,815.0,909.0,762.0,506.0,452.0,2
4041,4041,2,1244.0,1076.0,759.0,643.0,695.0,1
4042,4042,2,342.0,855.0,722.0,389.0,354.0,2
4043,4043,2,1054.0,1855.0,1206.0,1432.0,393.0,2
4044,4044,2,1310.0,1464.0,915.0,652.0,467.0,2
4045,4045,2,584.0,1000.0,612.0,300.0,446.0,2
4046,4046,2,681.0,883.0,874.0,1007.0,355.0,4
4047,4047,2,497.0,731.0,543.0,350.0,459.0,2
4048,4048,2,562.0,737.0,609.0,495.0,388.0,2
4049,4049,2,641.0,1471.0,1171.0,414.0,206.0,2
4050,4050,2,434.0,569.0,583.0,633.0,666.0,4
4051,4051,2,421.0,537.0,706.0,500.0,601.0,3
4052,4052,2,647.0,1020.0,811.0,505.0,506.0,2
4053,4053,2,403.0,729.0,538.0,252.0,242.0,2
4054,4054,2,1190.0,1350.0,650.0,441.0,481.0,2
4055,4055,2,775.0,939.0,977.0,840.0,250.0,3
4056,4056,2,829.0,1328.0,1190.0,694.0,716.0,2
4057,4057,2,846.0,1123.0,1073.0,699.0,337.0,2
4058,4058,2,729.0,1320.0,831.0,974.0,510.0,2
4059,4059,2,438.0,739.0,769.0,688.0,495.0,3
4060,4060,2,456.0,832.0,548.0,482.0,367.0,2
4061,4061,2,518.0,700.0,831.0,644.0,693.0,3
4062,4062,2,724.0,916.0,839.0,886.0,866.0,2
4063,4063,2,611.0,663.0,482.0,303.0,1087.0,5
4064,4064,2,769.0,1327.0,1091.0,672.0,1020.0,2
4065,4065,2,520.0,1027.0,616.0,526.0,623.0,2
4066,4066,2,516.0,511.0,465.0,520.0,458.0,1
4067,4067,2,498.0,628.0,531.0,500.0,568.0,2
4068,4068,2,511.0,848.0,510.0,367.0,329.0,2
4069,4069,2,589.0,835.0,718.0,345.0,439.0,2
4070,4070,2,595.0,1270.0,832.0,575.0,734.0,2
4071,4071,2,398.0,559.0,498.0,255.0,373.0,2
4072,4072,2,534.0,1112.0,674.0,339.0,358.0,2
4073,4073,2,1177.0,1493.0,1289.0,695.0,1021.0,2
4074,4074,2,559.0,655.0,643.0,580.0,601.0,3
4075,4075,2,567.0,817.0,628.0,439.0,697.0,2
4076,4076,2,881.0,818.0,624.0,334.0,677.0,1
4077,4077,2,598.0,888.0,649.0,454.0,602.0,2
4078,4078,2,799.0,1094.0,896.0,684.0,819.0,2
4079,4079,2,687.0,924.0,747.0,495.0,936.0,2
4080,4080,2,705.0,933.0,850.0,791.0,776.0,2
4081,4081,2,511.0,873.0,818.0,829.0,325.0,2
4082,4082,2,392.0,594.0,521.0,474.0,215.0,2
4083,4083,2,638.0,1007.0,846.0,1015.0,653.0,2
4084,4084,2,482.0,1024.0,725.0,432.0,437.0,2
4085,4085,2,465.0,958.0,561.0,367.0,469.0,2
4086,4086,2,741.0,1014.0,818.0,382.0,378.0,2
4087,4087,2,1232.0,900.0,689.0,341.0,723.0,1
4088,4088,2,604.0,968.0,944.0,1077.0,568.0,4
4089,4089,2,798.0,1438.0,1050.0,627.0,519.0,2
4090,4090,2,595.0,948.0,1158.0,702.0,544.0,3
4091,4091,2,431.0,1212.0,889.0,313.0,117.0,2
4092,4092,2,358.0,505.0,517.0,299.0,507.0,3
4093,4093,2,787.0,769.0,635.0,517.0,940.0,1
4094,4094,2,864.0,817.0,676.0,403.0,554.0,1
4095,4095,2,355.0,718.0,474.0,223.0,270.0,2
4096,4096,2,544.0,718.0,645.0,446.0,700.0,2
4097,4097,2,724.0,898.0,865.0,802.0,699.0,2
4098,4098,2,421.0,478.0,495.0,450.0,400.0,1
4099,4099,2,1179.0,905.0,682.0,434.0,684.0,1
4100,4100,2,654.0,691.0,700.0,515.0,836.0,1
4101,4101,2,434.0,463.0,497.0,349.0,841.0,5
4102,4102,2,528.0,573.0,582.0,544.0,471.0,1
4103,4103,2,315.0,288.0,304.0,212.0,538.0,5
4104,4104,2,178.0,190.0,205.0,204.0,454.0,5
4105,4105,2,596.0,666.0,651.0,582.0,1519.0,5
4106,4106,2,526.0,556.0,373.0,485.0,722.0,5
4107,4107,2,163.0,195.0,186.0,111.0,185.0,1
4108,4108,2,1470.0,1098.0,969.0,566.0,647.0,1
4109,4109,2,572.0,636.0,577.0,416.0,506.0,1
4110,4110,2,795.0,1270.0,933.0,742.0,540.0,2
4111,4111,2,350.0,296.0,294.0,206.0,456.0,5
4112,4112,2,1236.0,1538.0,748.0,342.0,237.0,2
4113,4113,2,896.0,780.0,597.0,267.0,226.0,1
4114,4114,2,744.0,883.0,656.0,442.0,1183.0,5
4115,4115,2,892.0,1412.0,1162.0,620.0,887.0,2
4116,4116,2,470.0,628.0,501.0,461.0,393.0,2
4117,4117,2,1344.0,2114.0,1430.0,1206.0,1301.0,2
4118,4118,2,232.0,1001.0,633.0,468.0,318.0,2
4119,4119,2,253.0,357.0,366.0,310.0,154.0,4
4120,4120,2,246.0,500.0,452.0,242.0,222.0,2
4121,4121,2,403.0,621.0,370.0,353.0,247.0,2
4122,4122,2,420.0,688.0,654.0,687.0,401.0,2
4123,4123,2,408.0,1202.0,1223.0,1068.0,207.0,2
4124,4124,2,376.0,961.0,569.0,549.0,562.0,2
4125,4125,2,370.0,606.0,555.0,493.0,509.0,2
4126,4126,2,270.0,604.0,258.0,191.0,228.0,2
4127,4127,2,427.0,612.0,571.0,354.0,918.0,5
4128,4128,2,506.0,523.0,412.0,372.0,293.0,1
4129,4129,2,1238.0,1896.0,1129.0,871.0,1172.0,2
4130,4130,2,853.0,1110.0,763.0,572.0,1285.0,2
4131,4131,2,933.0,1283.0,820.0,768.0,1549.0,2
4132,4132,2,425.0,697.0,462.0,447.0,399.0,2
4133,4133,2,324.0,496.0,433.0,238.0,365.0,2
4134,4134,2,1049.0,1495.0,915.0,660.0,1273.0,2
4135,4135,2,610.0,822.0,529.0,551.0,573.0,2
4136,4136,2,464.0,724.0,507.0,484.0,582.0,2
4137,4137,2,635.0,919.0,652.0,566.0,924.0,2
4138,4138,2,493.0,864.0,522.0,490.0,762.0,2
4139,4139,2,759.0,1190.0,820.0,711.0,1134.0,2
4140,4140,2,1226.0,1312.0,1080.0,995.0,1655.0,1
4141,4141,2,790.0,1262.0,732.0,958.0,566.0,2
4142,4142,2,640.0,1753.0,1171.0,1116.0,739.0,2
4143,4143,2,501.0,909.0,474.0,610.0,709.0,2
4144,4144,2,722.0,1235.0,916.0,612.0,759.0,2
4145,4145,2,856.0,945.0,915.0,735.0,1295.0,5
4146,4146,2,269.0,676.0,446.0,424.0,407.0,2
4147,4147,2,293.0,545.0,362.0,257.0,411.0,2
4148,4148,2,628.0,1096.0,651.0,413.0,563.0,2
4149,4149,2,986.0,1240.0,902.0,680.0,1133.0,2
4150,4150,2,773.0,1002.0,755.0,542.0,972.0,2
4151,4151,2,603.0,577.0,435.0,346.0,862.0,5
4152,4152,2,418.0,551.0,849.0,546.0,159.0,3
4153,4153,2,833.0,1062.0,685.0,545.0,981.0,2
4154,4154,2,1125.0,1098.0,897.0,718.0,1645.0,5
4155,4155,2,1033.0,1623.0,1174.0,1059.0,1965.0,2
4156,4156,2,671.0,889.0,742.0,758.0,712.0,2
4157,4157,2,1225.0,1505.0,1230.0,916.0,1436.0,2
4158,4158,2,741.0,1224.0,671.0,509.0,1247.0,2
4159,4159,2,1184.0,1750.0,869.0,615.0,535.0,2
4160,4160,2,1000.0,1320.0,1040.0,1203.0,490.0,2
4161,4161,2,1263.0,1532.0,1240.0,1366.0,710.0,2
4162,4162,2,636.0,826.0,616.0,583.0,629.0,2
4163,4163,2,687.0,1305.0,952.0,454.0,481.0,2
4164,4164,2,973.0,1270.0,1019.0,856.0,895.0,2
4165,4165,2,518.0,745.0,686.0,427.0,438.0,2
4166,4166,2,376.0,707.0,630.0,632.0,128.0,2
4167,4167,2,579.0,906.0,620.0,416.0,484.0,2
4168,4168,2,804.0,1145.0,816.0,655.0,718.0,2
4169,4169,2,647.0,847.0,700.0,771.0,303.0,2
4170,4170,2,594.0,1075.0,1040.0,372.0,363.0,3
4171,4171,2,810.0,963.0,906.0,756.0,757.0,2
4172,4172,2,1276.0,1476.0,1414.0,852.0,1144.0,3
4173,4173,2,759.0,1230.0,869.0,556.0,806.0,2
4174,4174,2,1151.0,1849.0,1314.0,1303.0,841.0,2
4175,4175,2,707.0,1323.0,907.0,932.0,859.0,2
4176,4176,2,698.0,958.0,813.0,780.0,618.0,2
4177,4177,2,826.0,774.0,671.0,529.0,1157.0,5
4178,4178,2,1007.0,1765.0,1249.0,1002.0,674.0,2
4179,4179,2,700.0,1111.0,670.0,711.0,1089.0,2
4180,4180,2,897.0,1335.0,1057.0,637.0,742.0,2
4181,4181,2,756.0,1031.0,807.0,1115.0,438.0,2
4182,4182,2,900.0,1417.0,1304.0,1523.0,823.0,2
4183,4183,2,833.0,1343.0,1122.0,1227.0,979.0,2
4184,4184,2,471.0,544.0,585.0,601.0,426.0,4
4185,4185,2,293.0,417.0,378.0,389.0,130.0,2
4186,4186,2,471.0,686.0,719.0,714.0,655.0,4
4187,4187,2,621.0,940.0,596.0,517.0,812.0,2
4188,4188,2,594.0,910.0,562.0,728.0,536.0,2
4189,4189,2,964.0,1292.0,817.0,703.0,1010.0,2
4190,4190,2,967.0,1372.0,991.0,1055.0,1113.0,2
4191,4191,2,500.0,1260.0,1873.0,698.0,417.0,3
4192,4192,2,747.0,1360.0,1440.0,797.0,434.0,3
4193,4193,2,557.0,1136.0,855.0,708.0,1295.0,2
4194,4194,2,630.0,1047.0,813.0,954.0,815.0,2
4195,4195,2,720.0,950.0,645.0,805.0,1022.0,2
4196,4196,2,1226.0,1772.0,1041.0,865.0,1392.0,2
4197,4197,2,952.0,1180.0,788.0,842.0,508.0,2
4198,4198,2,975.0,1166.0,973.0,750.0,972.0,2
4199,4199,2,728.0,874.0,689.0,621.0,754.0,2
4200,4200,2,686.0,1649.0,906.0,549.0,865.0,2
4201,4201,2,374.0,1222.0,585.0,422.0,370.0,2
4202,4202,2,246.0,1374.0,855.0,544.0,210.0,2
4203,4203,2,726.0,1463.0,904.0,362.0,235.0,2
4204,4204,2,940.0,1742.0,1154.0,920.0,574.0,2
4205,4205,2,679.0,1265.0,837.0,739.0,623.0,2
4206,4206,2,387.0,683.0,456.0,503.0,219.0,2
4207,4207,2,965.0,1201.0,850.0,653.0,1237.0,2
4208,4208,2,331.0,807.0,442.0,484.0,247.0,2
4209,4209,2,282.0,928.0,481.0,261.0,289.0,2
4210,4210,2,511.0,589.0,506.0,399.0,592.0,1
4211,4211,2,146.0,258.0,197.0,188.0,266.0,4
4212,4212,2,705.0,999.0,592.0,438.0,710.0,2
4213,4213,2,911.0,1344.0,890.0,624.0,1637.0,2
4214,4214,2,787.0,1218.0,905.0,879.0,508.0,2
4215,4215,2,478.0,1023.0,931.0,1306.0,286.0,4
4216,4216,2,1418.0,1441.0,751.0,514.0,528.0,2
4217,4217,2,1258.0,1215.0,749.0,677.0,514.0,1
4218,4218,2,632.0,731.0,795.0,665.0,866.0,3
4219,4219,2,577.0,819.0,605.0,514.0,794.0,2
4220,4220,2,467.0,726.0,348.0,241.0,789.0,2
4221,4221,2,928.0,1211.0,829.0,590.0,957.0,2
4222,4222,2,619.0,832.0,556.0,497.0,646.0,2
4223,4223,2,618.0,1137.0,717.0,633.0,992.0,2
4224,4224,2,530.0,917.0,549.0,464.0,570.0,2
4225,4225,2,1145.0,1242.0,989.0,933.0,1317.0,2
4226,4226,2,1122.0,1817.0,1166.0,1530.0,1055.0,2
4227,4227,2,794.0,1279.0,850.0,671.0,579.0,2
4228,4228,2,1245.0,1385.0,890.0,858.0,433.0,2
4229,4229,2,801.0,1393.0,1146.0,1461.0,436.0,2
4230,4230,2,765.0,1801.0,945.0,761.0,311.0,2
4231,4231,2,621.0,1181.0,725.0,846.0,690.0,2
4232,4232,2,576.0,1248.0,741.0,1009.0,471.0,2
4233,4233,2,736.0,1210.0,525.0,467.0,557.0,2
4234,4234,2,463.0,1737.0,507.0,506.0,274.0,2
4235,4235,2,1009.0,2624.0,994.0,689.0,851.0,2
4236,4236,2,918.0,1740.0,992.0,486.0,727.0,2
4237,4237,2,992.0,2235.0,1426.0,810.0,957.0,2
4238,4238,2,1539.0,1774.0,1386.0,1663.0,902.0,2
4239,4239,2,364.0,818.0,442.0,428.0,694.0,2
4240,4240,2,1447.0,2848.0,1441.0,892.0,1335.0,2
4241,4241,2,982.0,1738.0,1095.0,1181.0,983.0,2
4242,4242,2,1114.0,1966.0,990.0,829.0,1080.0,2
4243,4243,2,1032.0,1671.0,1068.0,1281.0,952.0,2
4244,4244,2,1299.0,2121.0,1057.0,840.0,1365.0,2
4245,4245,2,1923.0,1930.0,875.0,580.0,1373.0,2
4246,4246,2,745.0,1722.0,900.0,1015.0,389.0,2
4247,4247,2,2647.0,2754.0,1354.0,824.0,951.0,2
4248,4248,2,3219.0,2832.0,1449.0,1081.0,904.0,1
4249,4249,2,1170.0,2404.0,1245.0,903.0,791.0,2
4250,4250,2,1130.0,1928.0,1033.0,1140.0,896.0,2
4251,4251,2,773.0,1364.0,732.0,628.0,477.0,2
4252,4252,2,386.0,1265.0,482.0,372.0,313.0,2
4253,4253,2,845.0,1809.0,1065.0,726.0,884.0,2
4254,4254,2,972.0,1567.0,813.0,679.0,772.0,2
4255,4255,2,576.0,1176.0,712.0,922.0,462.0,2
4256,4256,2,1052.0,1498.0,1180.0,684.0,1222.0,2
4257,4257,2,609.0,1102.0,600.0,525.0,644.0,2
4258,4258,2,688.0,1431.0,626.0,462.0,612.0,2
4259,4259,2,754.0,865.0,801.0,768.0,417.0,2
4260,4260,2,1321.0,1201.0,1149.0,649.0,1039.0,1
4261,4261,2,781.0,1377.0,833.0,706.0,650.0,2
4262,4262,2,621.0,1112.0,715.0,652.0,699.0,2
4263,4263,2,375.0,571.0,345.0,274.0,463.0,2
4264,4264,2,868.0,1294.0,850.0,1080.0,358.0,2
4265,4265,2,755.0,946.0,758.0,695.0,411.0,2
4266,4266,2,968.0,1469.0,990.0,800.0,646.0,2
4267,4267,2,551.0,1439.0,790.0,645.0,356.0,2
4268,4268,2,562.0,1003.0,720.0,550.0,720.0,2
4269,4269,2,1653.0,1878.0,1072.0,1294.0,993.0,2
4270,4270,2,1314.0,1576.0,1602.0,2613.0,690.0,4
4271,4271,2,712.0,911.0,788.0,783.0,834.0,2
4272,4272,2,1014.0,1779.0,1124.0,699.0,593.0,2
4273,4273,2,1017.0,1492.0,905.0,782.0,673.0,2
4274,4274,2,880.0,1331.0,896.0,845.0,389.0,2
4275,4275,2,669.0,1290.0,1096.0,1370.0,423.0,2
4276,4276,2,548.0,1406.0,800.0,489.0,396.0,2
4277,4277,2,826.0,1329.0,696.0,691.0,731.0,2
4278,4278,2,187.0,686.0,323.0,289.0,131.0,2
4279,4279,2,282.0,978.0,371.0,206.0,140.0,2
4280,4280,2,376.0,1410.0,646.0,422.0,492.0,2
4281,4281,2,350.0,980.0,527.0,276.0,326.0,2
