,Texto,Longitud,Clase
2483,"['accord', 'legend', 'lombard', 'origin', 'southern', 'scandinavia', '14', 'northern', 'european', 'origin', 'lombard', 'support', 'genet', '15', '16', 'anthropolog', '14', 'archaeolog', 'earlier', 'literari']",20,2
2484,"['legendari', 'account', 'lombard', 'origin', 'histori', 'practic', 'historia', 'langobardorum', 'histori', 'lombard', 'paul', 'deacon', 'written', '8th', 'centuri', ""paul'"", 'chief', 'sourc', 'lombard', 'origin']",20,2
2485,"['origo', 'genti', 'langobardorum', 'tell', 'stori', 'small', 'tribe', 'call', 'winnili', '2', 'dwell', 'southern', 'scandinavia', '3', 'scadanan', 'codex', 'gothanu', 'write', 'winnili', 'first']",20,2
2486,"['dwelt', 'near', 'river', 'call', 'vindilicu', 'extrem', 'boundari', 'gaul', '17', 'winnili', 'split', 'three', 'group', 'one', 'part', 'left', 'nativ', 'land', 'seek', 'foreign']",20,2
2487,"['field', 'reason', 'exodu', 'probabl', 'overpopul', '18', 'depart', 'peopl', 'led', 'brother', 'ybor', 'aio', 'mother', 'gambara', '19', '20', 'arriv', 'land', 'scoringa', 'perhap']",20,2
2488,"['altern', 'etymolog', 'sourc', 'suggest', 'old', 'high', 'german', 'root', 'barta', 'mean', '“', 'axe', '”', 'relat', 'english', 'halberd', 'edward', 'gibbon', 'put', 'forth']",20,2
2489,"['…', 'börde', 'börd', 'still', 'signifi', '“', 'fertil', 'plain', 'side', 'river', '”', 'district', 'near', 'magdeburg', 'still', 'call', 'lang', 'börde', 'accord', 'view']",20,2
2490,"['langobardi', 'would', 'signifi', '“', 'inhabit', 'long', 'bord', 'river', '”', 'trace', 'name', 'suppos', 'still', 'occur', 'name', 'bardengau', 'bardewick', 'neighborhood', 'elb', '34']",20,2
2491,"['accord', 'gallaecian', 'christian', 'priest', 'historian', 'theologian', 'paulu', 'orosiu', 'translat', 'dain', 'barrington', 'lombard', 'winnili', 'live', 'origin', 'vinuiloth', 'vinovilith', 'mention', 'jordan', 'masterpiec']",20,2
2492,"['shore', 'uppland', 'östergötland', 'cover', 'small', 'rock', 'rocki', 'island', 'call', 'german', 'schæren', 'swedish', 'skiaeren', 'heal', 'signifi', 'port', 'northern', 'languag', 'consequ', 'skiæren-h']",20,2
2493,"['legendari', 'king', 'sceafa', 'scandza', 'ancient', 'lombard', 'king', 'anglo-saxon', 'legend', 'old', 'english', 'poem', 'widsith', 'list', 'famou', 'king', 'countri', 'sceafa', 'weold', 'longbeardum']",20,2
2494,"['similar', 'langobard', 'gothic', 'migrat', 'tradit', 'note', 'among', 'scholar', 'earli', 'migrat', 'legend', 'suggest', 'major', 'shift', 'tribe', 'occur', 'sometim', '1st', '2nd', 'centuri']",20,2
2495,"['first', 'mention', 'lombard', 'occur', 'ad', '9', '16', 'roman', 'court', 'historian', 'velleiu', 'paterculu', 'accompani', 'roman', 'expedit', 'prefect', 'cavalri', '37', 'paterculu', 'say']",20,2
2496,"['combin', 'testimoni', 'strabo', 'ad', '20', 'tacitu', 'ad', '117', 'lombard', 'dwelt', 'near', 'mouth', 'elb', 'shortli', 'begin', 'christian', 'era', 'next', 'chauci', '37']",20,2
2497,"['tribe', 'suebi', 'largest', 'extend', 'rhenu', 'albi', 'part', 'even', 'dwell', 'far', 'side', 'albi', 'instanc', 'hermondori', 'langobardi', 'present', 'time', 'latter', 'least', 'last']",20,2
2498,"['suetoniu', 'wrote', 'roman', 'gener', 'nero', 'drusu', 'defeat', 'larg', 'forc', 'german', 'drove', '“', 'farther', 'side', 'albi', 'elb', '”', 'river', 'conceiv', 'refuge']",20,2
2499,"['german', 'archaeologist', 'willi', 'wegewitz', 'defin', 'sever', 'iron', 'age', 'burial', 'site', 'lower', 'elb', 'langobard', '41', 'burial', 'site', 'crematori', 'usual', 'date', '6th']",20,2
2500,"['centuri', 'bc', '3rd', 'centuri', 'ad', 'settlement', 'breakoff', 'seem', 'unlik', '42', 'land', 'lower', 'elb', 'fall', 'zone', 'jastorf', 'cultur', 'becam', 'elbe-german', 'differ']",20,2
2501,"['tacitu', 'also', 'count', 'lombard', 'remot', 'aggress', 'suebian', 'tribe', 'one', 'unit', 'worship', 'deiti', 'nerthu', 'refer', 'mother', 'earth', 'also', 'subject', 'marobod', 'king']",20,2
2502,"['marcomanni', '45', 'marobod', 'made', 'peac', 'roman', 'lombard', 'part', 'german', 'confederaci', 'arminiu', 'battl', 'teutoburg', 'forest', 'ad', '9', 'ad', '17', 'war', 'broke']",20,2
2503,"['cheruscan', 'confeder', '...', 'took', 'arm', 'semnon', 'langobard', 'suebian', 'nation', 'revolt', 'sovereignti', 'marobod', '...', 'armi', '...', 'stimul', 'reason', 'cheruscan', 'langobard', 'fought']",20,2
2504,"['47', 'struggl', 'ensu', 'amongst', 'cherusci', 'expel', 'new', 'leader', 'nephew', 'arminiu', 'countri', 'lombard', 'appear', 'scene', 'suffici', 'power', 'control', 'destini', 'tribe', 'leader']",20,2
2505,"['south', 'cassiu', 'dio', 'report', 'marcomann', 'war', '6,000', 'lombard', 'obii', 'sometim', 'thought', 'ubii', 'cross', 'danub', 'invad', 'pannonia', '47', 'two', 'tribe', 'defeat']",20,2
2506,"['whereupon', 'ceas', 'invas', 'sent', 'ballomar', 'king', 'marcomanni', 'ambassador', 'aeliu', 'bassu', 'administ', 'pannonia', 'peac', 'made', 'two', 'tribe', 'return', 'home', 'case', 'lombard']",20,2
2507,"['land', 'lower', 'elb', '48', 'time', 'germania', 'tacitu', 'say', 'scanti', 'number', 'distinct', 'surround', 'host', 'power', 'tribe', 'safe', 'submit', 'dare', 'peril', 'war']",20,2
2508,"['mid', '2nd', 'centuri', 'lombard', 'supposedli', 'appear', 'rhineland', 'accord', 'claudiu', 'ptolemi', 'suebic', 'lombard', 'live', 'bructeri', 'sugambri', 'tencteri', 'east', 'stretch', 'northward', 'central']",20,2
2509,"['elb', 'suebi', 'angili', '50', 'ptolemi', 'also', 'mention', 'laccobardi', 'north', 'above-ment', 'suebic', 'territori', 'east', 'angrivarii', 'weser', 'south', 'chauci', 'coast', 'probabl', 'indic']",20,2
2510,"['lombard', 'expans', 'elb', 'rhine', '51', 'doubl', 'mention', 'interpret', 'editori', 'error', 'gudmund', 'schütte', 'analysi', 'ptolemi', '52', 'howev', 'codex', 'gothanu', 'also', 'mention']",20,2
2511,"['migrat', 'rout', 'lombard', '489', 'homeland', 'rugiland', 'encompass', 'sever', 'place', 'scoringa', 'believ', 'land', 'elb', 'shore', 'mauringa', 'golanda', 'anthaib', 'banthaib', 'vurgundaib', 'burgundaib']",20,2
2512,"['cross', 'mauringa', 'difficult', 'assipitti', 'possibl', 'usipet', 'deni', 'passag', 'land', 'fight', 'arrang', 'strongest', 'man', 'tribe', 'lombard', 'victori', 'passag', 'grant', 'lombard', 'reach']",20,2
2513,"['lombard', 'depart', 'mauringa', 'reach', 'golanda', 'scholar', 'ludwig', 'schmidt', 'think', 'east', 'perhap', 'right', 'bank', 'oder', '61', 'schmidt', 'consid', 'name', 'equival', 'gotland']",20,2
2514,"['mean', 'simpli', 'good', 'land', '62', 'theori', 'highli', 'plausibl', 'paul', 'deacon', 'mention', 'lombard', 'cross', 'river', 'could', 'reach', 'rugiland', 'upper', 'oder', 'area']",20,2
2515,"['move', 'golanda', 'lombard', 'pass', 'anthaib', 'banthaib', 'reach', 'vurgundaib', 'believ', 'old', 'land', 'burgund', '64', '65', 'vurgundaib', 'lombard', 'storm', 'camp', 'bulgar', 'probabl']",20,2
2516,"['hun', '66', 'defeat', 'king', 'agelmund', 'kill', 'laimicho', 'made', 'king', 'youth', 'desir', 'aveng', 'slaughter', 'agelmund', '67', 'lombard', 'probabl', 'made', 'subject', 'hun']",20,2
2517,"['540', 'audoin', 'rule', '546', '–', '560', 'led', 'lombard', 'across', 'danub', 'pannonia', 'receiv', 'imperi', 'subsidi', 'justinian', 'encourag', 'battl', 'gepid', '552', 'byzantin']",20,2
2518,"['approxim', '560', 'audoin', 'succeed', 'son', 'alboin', 'young', 'energet', 'leader', 'defeat', 'neighbor', 'gepida', 'made', 'subject', '566', 'marri', 'rosamund', 'daughter', 'gepid', 'king']",20,2
2519,"['cunimund', 'spring', '568', 'alboin', 'led', 'lombard', 'migrat', 'itali', '71', 'accord', 'histori', 'lombard', 'langobard', 'left', 'pannonia', 'hasten', 'take', 'possess', 'itali', 'wive']",20,2
2520,"['first', 'import', 'citi', 'fall', 'forum', 'iulii', 'cividal', 'del', 'friuli', 'northeastern', 'itali', '569', 'alboin', 'creat', 'first', 'lombard', 'duchi', 'entrust', 'nephew', 'gisulf']",20,2
2521,"['soon', 'vicenza', 'verona', 'brescia', 'fell', 'german', 'hand', 'summer', '569', 'lombard', 'conquer', 'main', 'roman', 'centr', 'northern', 'itali', 'milan', 'area', 'recov', 'terribl']",20,2
2522,"['gothic', 'war', 'small', 'byzantin', 'armi', 'left', 'defenc', 'could', 'almost', 'noth', 'longinu', 'exarch', 'sent', 'itali', 'emperor', 'justin', 'ii', 'could', 'defend', 'coastal']",20,2
2523,"['citi', 'could', 'suppli', 'power', 'byzantin', 'fleet', 'pavia', 'fell', 'sieg', 'three', 'year', '572', 'becom', 'first', 'capit', 'citi', 'new', 'lombard', 'kingdom', 'itali']",20,2
2524,"['follow', 'year', 'lombard', 'penetr', 'south', 'conquer', 'tuscani', 'establish', 'two', 'duchi', 'spoleto', 'benevento', 'zotto', 'soon', 'becam', 'semi-independ', 'even', 'outlast', 'northern', 'kingdom']",20,2
2525,"['surviv', 'well', '12th', 'centuri', 'wherev', 'went', 'join', 'ostrogoth', 'popul', 'allow', 'live', 'peac', 'itali', 'rugian', 'alli', 'roman', 'sovereignti', '75', 'byzantin', 'manag']",20,2
2526,"['enter', 'itali', 'lombard', 'retain', 'nativ', 'form', 'pagan', 'arian', 'christian', 'henc', 'enjoy', 'good', 'relat', 'earli', 'christian', 'church', 'gradual', 'adopt', 'roman', 'roman']",20,2
2527,"['titl', 'name', 'tradit', 'partial', 'convert', 'orthodoxi', '7th', 'centuri', 'though', 'without', 'long', 'seri', 'religi', 'ethnic', 'conflict', 'time', 'paul', 'deacon', 'write', 'lombard']",20,2
2528,"['whole', 'lombard', 'territori', 'divid', '36', 'duchi', 'whose', 'leader', 'settl', 'main', 'citi', 'king', 'rule', 'administ', 'land', 'emissari', 'call', 'gastaldi', 'subdivis', 'howev']",20,2
2529,"['togeth', 'independ', 'indocil', 'duchi', 'depriv', 'kingdom', 'uniti', 'make', 'weak', 'even', 'compar', 'byzantin', 'especi', 'sinc', 'begun', 'recov', 'initi', 'invas', 'weak', 'becam']",20,2
2530,"['authari', 'die', '591', 'succeed', 'agilulf', 'duke', 'turin', 'also', 'marri', 'theodelinda', 'year', 'agilulf', 'success', 'fought', 'rebel', 'duke', 'northern', 'itali', 'conquer', 'padua']",20,2
2531,"['601', 'cremona', 'mantua', '603', 'forc', 'exarch', 'ravenna', 'pay', 'tribut', 'agilulf', 'die', '616', 'theodelinda', 'reign', 'alon', '628', 'succeed', 'adaloald', 'arioald', 'head']",20,2
2532,"['arioald', 'succeed', 'rothari', 'regard', 'mani', 'author', 'energet', 'lombard', 'king', 'extend', 'dominion', 'conquer', 'liguria', '643', 'remain', 'part', 'byzantin', 'territori', 'inner', 'veneto']",20,2
2533,"['includ', 'roman', 'citi', 'opitergium', 'oderzo', 'rothari', 'also', 'made', 'famou', 'edict', 'bear', 'name', 'edictum', 'rothari', 'establish', 'law', 'custom', 'peopl', 'latin', 'edict']",20,2
2534,"['death', 'king', 'aripert', '661', 'kingdom', 'split', 'children', 'perctarit', 'set', 'capit', 'milan', 'godepert', 'reign', 'pavia', 'ticinum', 'perctarit', 'overthrown', 'grimoald', 'son', 'gisulf']",20,2
2535,"['duke', 'friuli', 'benevento', 'sinc', '647', 'perctarit', 'fled', 'avar', 'frank', 'grimoald', 'manag', 'regain', 'control', 'duchi', 'deflect', 'late', 'attempt', 'byzantin', 'emperor', 'constan']",20,2
2536,"['ii', 'conquer', 'southern', 'itali', 'also', 'defeat', 'frank', ""grimoald'"", 'death', '671', 'perctarit', 'return', 'promot', 'toler', 'arian', 'cathol', 'could', 'defeat', 'arian', 'parti']",20,2
2537,"['lombard', 'engag', 'fierc', 'battl', 'slavic', 'peopl', 'year', '623', '–', '26', 'lombard', 'unsuccess', 'attack', 'carantanian', '663', '–', '64', 'slav', 'raid', 'vipava']",20,2
2538,"['religi', 'strife', 'slavic', 'raid', 'remain', 'sourc', 'struggl', 'follow', 'year', '705', 'friuli', 'lombard', 'defeat', 'lost', 'land', 'west', 'soča', 'river', 'name', 'gorizia']",20,2
2539,"['lombard', 'reign', 'began', 'recov', 'liutprand', 'lombard', 'king', '712', 'son', 'ansprand', 'successor', 'brutal', 'aripert', 'ii', 'manag', 'regain', 'certain', 'control', 'spoleto', 'benevento']",20,2
2540,"['take', 'advantag', 'disagr', 'pope', 'byzantium', 'concern', 'rever', 'icon', 'annex', 'exarch', 'ravenna', 'duchi', 'rome', 'also', 'help', 'frankish', 'marshal', 'charl', 'martel', 'drive']",20,2
2541,"['back', 'arab', 'slav', 'defeat', 'battl', 'lavariano', 'tri', 'conquer', 'friulian', 'plain', '720', '78', ""liutprand'"", 'successor', 'aistulf', 'conquer', 'ravenna', 'lombard', 'first', 'time']",20,2
2542,"['though', 'kingdom', 'centr', 'pavia', 'north', 'fell', 'charlemagn', 'frank', '774', 'lombard-control', 'territori', 'south', 'papal', 'state', 'never', 'subjug', 'charlemagn', 'descend', '774', 'duke']",20,2
2543,"['arechi', 'ii', 'benevento', 'whose', 'duchi', 'nomin', 'royal', 'author', 'though', 'certain', 'king', 'effect', 'make', 'power', 'known', 'south', 'claim', 'benevento', 'successor', 'state']",20,2
2544,"['charlemagn', 'came', 'armi', 'son', 'loui', 'piou', 'sent', 'men', 'forc', 'beneventan', 'duke', 'submit', 'submiss', 'promis', 'never', 'kept', 'arechi', 'successor', 'de', 'facto']",20,2
2545,"['civil', 'war', 'last', 'ten', 'year', 'end', 'peac', 'treati', 'impos', '849', 'emperor', 'loui', 'ii', 'frankish', 'king', 'exercis', 'actual', 'sovereignti', 'lombard', 'state']",20,2
2546,"['andrew', 'ii', 'napl', 'hire', 'islam', 'mercenari', 'form', 'muslim-christian', 'allianc', 'war', 'sicard', 'benevento', '836', 'sicard', 'respond', 'muslim', 'mercenari', 'saracen', 'initi', 'concentr']",20,2
2547,"['attack', 'sicili', 'byzantin', 'itali', 'soon', 'radelchi', 'benevento', 'call', 'mercenari', 'destroy', 'capua', '841', 'landulf', 'old', 'found', 'present-day', 'capua', 'new', 'capua', 'nearbi']",20,2
2548,"['hill', 'gener', 'lombard', 'princ', 'less', 'inclin', 'alli', 'saracen', 'greek', 'neighbour', 'amalfi', 'gaeta', 'napl', 'sorrento', 'guaifer', 'salerno', 'howev', 'briefli', 'put', 'muslim']",20,2
2549,"['847', 'larg', 'muslim', 'forc', 'seiz', 'bari', 'lombard', 'gastald', 'control', 'pandenulf', 'saracen', 'incurs', 'proceed', 'northward', 'adelchi', 'benevento', 'sought', 'help', 'suzerain', 'loui']",20,2
2550,"['ii', 'alli', 'byzantin', 'emperor', 'basil', 'effort', 'expel', 'arab', 'bari', '869', 'arab', 'land', 'forc', 'defeat', 'emperor', '871', 'adelchi', 'loui', 'remain', 'war']",20,2
2551,"['death', 'loui', 'landulf', 'ii', 'capua', 'briefli', 'flirt', 'saracen', 'allianc', 'pope', 'john', 'viii', 'convinc', 'break', 'guaimar', 'salerno', 'fought', 'saracen', 'byzantin', 'troop']",20,2
2552,"['throughout', 'period', 'lombard', 'princ', 'swung', 'allegi', 'one', 'parti', 'anoth', 'final', 'toward', '915', 'pope', 'john', 'x', 'manag', 'unit', 'christian', 'princ', 'southern']",20,2
2553,"['landulf', 'red', 'benevento', 'capua', 'tri', 'conquer', 'princip', 'salerno', 'help', 'john', 'iii', 'napl', 'aid', 'mastalu', 'amalfi', 'gisulf', 'repuls', 'ruler', 'benevento', 'capua']",20,2
2554,"['capua', 'put', 'norman', 'rule', 'sieg', 'capua', '1098', 'citi', 'quickli', 'declin', 'import', 'seri', 'ineffectu', 'norman', 'ruler', 'independ', 'statu', 'lombard', 'state', 'gener']",20,2
2555,"['attest', 'abil', 'ruler', 'switch', 'suzerain', 'often', 'legal', 'vassal', 'pope', 'emperor', 'either', 'byzantin', 'holi', 'roman', 'real', 'power-brok', 'south', 'erstwhil', 'alli', 'norman']",20,2
2556,"['physic', 'anthropologist', 'found', 'strike', 'similar', 'lombard', 'skeleton', 'skeleton', 'contemporari', 'popul', 'swedish', 'island', 'gotland', 'evid', 'suggest', 'scandinavian', 'origin', 'lombard', '[8', '0']",20,2
2557,"['genet', 'studi', 'publish', 'natur', 'commun', 'septemb', '2018', 'found', 'strong', 'genet', 'similar', 'lombard', 'itali', 'earlier', 'lombard', 'central', 'europ', 'lombard', 'central', 'europ']",20,2
2558,"['display', 'genet', 'similar', 'earlier', 'popul', 'region', 'hand', 'strikingli', 'similar', 'genet', 'bronz', 'age', 'scandinavian', 'lombard', 'male', 'primarili', 'carrier', 'subclad', 'haplogroup', 'r1b']",20,2
2559,"['i2a2a1', 'common', 'among', 'german', 'peopl', 'lombard', 'male', 'found', 'genet', 'homogen', 'lombard', 'femal', 'evid', 'suggest', 'lombard', 'origin', 'northern', 'europ', 'patriarch', 'peopl']",20,2
2560,"['genet', 'studi', 'publish', 'scienc', 'advanc', 'septemb', '2018', 'examin', 'remain', 'lombard', 'male', 'buri', 'alemann', 'graveyard', 'found', 'carrier', 'patern', 'haplogroup', 'r1b1a2a1a1c2b2b', 'matern']",20,2
2561,"['haplogroup', 'h65a', 'graveyard', 'also', 'includ', 'remain', 'frankish', 'byzantin', 'male', 'also', 'carrier', 'subclad', 'patern', 'haplogroup', 'r1b1a2a1a1', 'lombard', 'frankish', 'byzantin', 'male', 'found']",20,2
2562,"['genet', 'studi', 'publish', 'european', 'journal', 'human', 'genet', 'januari', '2019', 'examin', 'mtdna', 'larg', 'number', 'earli', 'mediev', 'lombard', 'remain', 'central', 'europ', 'itali']",20,2
2563,"['individu', 'found', 'close', 'relat', 'display', 'strong', 'genet', 'link', 'northern', 'europ', 'evid', 'suggest', 'lombard', 'settlement', 'itali', 'result', 'migrat', 'north', 'involv', 'male']",20,2
2564,"['lombard', 'languag', 'extinct', 'unless', 'cimbrian', 'mocheno', 'repres', 'surviv', 'dialect', '[8', '3', 'german', 'languag', 'declin', 'begin', '7th', 'centuri', 'may', 'scatter', 'use']",20,2
2565,"['late', 'year', '1000', 'fragment', 'languag', 'surviv', 'main', 'evid', 'individu', 'word', 'quot', 'latin', 'text', 'absenc', 'lombard', 'text', 'possibl', 'draw', 'conclus', ""language'""]",20,2
2566,"['morpholog', 'syntax', 'genet', 'classif', 'languag', 'depend', 'entir', 'phonolog', 'sinc', 'evid', 'lombard', 'particip', 'inde', 'show', 'earliest', 'evid', 'high', 'german', 'conson', 'shift']",20,2
2567,"['lombard', 'fragment', 'preserv', 'runic', 'inscript', 'primari', 'sourc', 'text', 'includ', 'short', 'inscript', 'elder', 'futhark', 'among', 'bronz', 'capsul', 'schretzheim', 'c', '600', 'silver']",20,2
2568,"['belt', 'buckl', 'found', 'pforzen', 'ostallgäu', 'schwaben', 'number', 'latin', 'text', 'includ', 'lombard', 'name', 'lombard', 'legal', 'text', 'contain', 'term', 'taken', 'legal', 'vocabulari']",20,2
2569,"['italian', 'languag', 'preserv', 'larg', 'number', 'lombard', 'word', 'although', 'alway', 'easi', 'distinguish', 'german', 'borrow', 'gothic', 'frankish', 'often', 'bear', 'resembl', 'english', 'word']",20,2
2570,"['lombard', 'akin', 'old', 'saxon', '[8', '6', 'instanc', 'landa', 'land', 'guardia', 'wardan', 'warden', 'guerra', 'werra', 'war', 'ricco', 'rikki', 'rich', 'guadar', 'wadjan']",20,2
2571,"['barba', 'beard', 'marchio', 'mark', 'maniscalco', 'blacksmith', 'aia', 'courtyard', 'braida', 'suburban', 'meadow', 'borgo', 'burg', 'villag', 'fara', 'fundament', 'uniti', 'lombard', 'social', 'militari']",20,2
2572,"['organ', 'present', 'use', 'toponym', 'picco', 'peak', 'mountain', 'top', 'use', 'toponym', 'sala', 'hall', 'room', 'also', 'use', 'toponym', 'staffa', 'stirrup', 'stalla', 'stabl']",20,2
2573,"['sculdascio', 'faida', 'feud', 'manigoldo', 'scoundrel', 'sgherro', 'henchman', ');', 'fanon', 'baleen', 'stamberga', 'hovel', ');', 'anca', 'hip', 'guancia', 'cheek', 'nocca', 'knuckl', 'schiena']",20,2
2574,"['back', ');', 'gazza', 'magpi', 'martora', 'marten', ');', 'gualdo', 'wood', 'present', 'use', 'toponym', 'pozza', 'pool', ');', 'verb', 'like', 'bussar', 'knock', 'piluccar']",20,2
2575,"['stay', 'mouth', 'elb', 'lombard', 'came', 'contact', 'western', 'german', 'popul', 'saxon', 'frisian', 'popul', 'long', 'contact', 'celt', 'especi', 'saxon', 'learn', 'rigid', 'social']",20,2
2576,"['lombard', 'king', 'trace', 'back', 'earli', 'c', '380', 'thu', 'begin', 'great', 'migrat', 'kingship', 'develop', 'amongst', 'german', 'peopl', 'uniti', 'singl', 'militari', 'command']",20,2
2577,"['found', 'necessari', 'schmidt', 'believ', 'german', 'tribe', 'divid', 'accord', 'canton', 'earliest', 'govern', 'gener', 'assembl', 'select', 'canton', 'chief', 'war', 'leader', 'time', 'conflict']",20,2
2578,"['figur', 'probabl', 'select', 'cast', 'nobil', 'result', 'war', 'wander', 'royal', 'power', 'develop', 'king', 'becam', 'repres', 'peopl', 'influenc', 'peopl', 'govern', 'fulli', 'disappear']",20,2
2579,"['. . .', 'order', 'might', 'increas', 'number', 'warrior', 'lombard', 'confer', 'liberti', 'upon', 'mani', 'deliv', 'yoke', 'bondag', 'freedom', 'may', 'regard', 'establish', 'confirm', 'accustom']",20,2
2580,"['freemen', 'lombard', 'kingdom', 'far', 'numer', 'frank', 'land', 'especi', '8th', 'centuri', 'almost', 'invis', 'surviv', 'documentari', 'evid', 'smallhold', 'owner-cultiv', 'rentier', 'numer', 'type']",20,2
2581,"['person', 'surviv', 'diplomata', 'lombard', 'kingdom', 'may', 'own', 'half', 'land', 'lombard', 'itali', 'freemen', 'exercital', 'viri', 'devoti', 'soldier', 'devot', 'men', 'militari', 'term']",20,2
2582,"['like', 'retain', ');', 'form', 'levi', 'lombard', 'armi', 'sometim', 'infrequ', 'call', 'serv', 'though', 'seem', 'prefer', 'small', 'land', 'class', 'howev', 'lack', 'polit']",20,2
2583,"['legend', 'origo', 'may', 'hint', 'initi', 'passag', 'scandinavia', 'southern', 'coast', 'baltic', 'sea', 'lombard', 'worship', 'vanir', 'later', 'contact', 'german', 'popul', 'adopt', 'worship']",20,2
2584,"['chapter', '40', 'germania', 'roman', 'historian', 'tacitu', 'discuss', 'suebian', 'tribe', 'germania', 'write', 'lombard', 'one', 'suebian', 'tribe', 'unit', 'worship', 'deiti', 'nerthu', 'often']",20,2
2585,"['express', 'religi', 'vener', 'golden', 'viper', 'prostrat', 'paid', 'also', 'superstiti', 'honour', 'tree', 'hung', 'skin', 'wild', 'beast', 'ceremoni', 'close', 'public', 'game', 'skin']",20,2
2586,"['lombard', 'first', 'touch', 'christian', 'still', 'pannonia', 'touch', 'convers', 'christianis', 'larg', 'nomin', 'far', 'complet', 'reign', 'wacho', 'orthodox', 'cathol', 'alli', 'byzantin', 'empir']",20,2
2587,"['duchi', 'eventu', 'princip', 'benevento', 'southern', 'itali', 'develop', 'uniqu', 'christian', 'rite', '7th', '8th', 'centuri', 'beneventan', 'rite', 'close', 'relat', 'liturgi', 'ambrosian', 'rite']",20,2
2588,"['roman', 'rite', 'citat', 'need', 'beneventan', 'rite', 'surviv', 'complet', 'form', 'although', 'princip', 'feast', 'sever', 'feast', 'local', 'signific', 'extant', 'beneventan', 'rite', 'appear']",20,2
2589,"['characterist', 'rite', 'beneventan', 'chant', 'lombard-influenc', 'citat', 'need', 'chant', 'bore', 'similar', 'ambrosian', 'chant', 'milan', 'beneventan', 'chant', 'larg', 'defin', 'role', 'liturgi', 'beneventan']",20,2
2590,"['rite', 'mani', 'beneventan', 'chant', 'assign', 'multipl', 'role', 'insert', 'gregorian', 'chantbook', 'appear', 'various', 'antiphon', 'offertori', 'communion', 'exampl', 'eventu', 'supplant', 'gregorian', 'chant']",20,2
2591,"['chief', 'centr', 'beneventan', 'chant', 'montecassino', 'one', 'first', 'greatest', 'abbey', 'western', 'monastic', 'gisulf', 'ii', 'benevento', 'donat', 'larg', 'swath', 'land', 'montecassino', '744']",20,2
2592,"['becam', 'basi', 'import', 'state', 'terra', 'sancti', 'benedicti', 'subject', 'rome', 'cassines', 'influenc', 'christian', 'southern', 'itali', 'immens', 'citat', 'need', 'montecassino', 'also', 'start']",20,2
2593,"['nomad', 'phase', 'lombard', 'primarili', 'creat', 'art', 'easili', 'carri', 'like', 'arm', 'jewelleri', 'though', 'rel', 'littl', 'surviv', 'bear', 'resembl', 'similar', 'endeavour', 'german']",20,2
2594,"['first', 'major', 'modif', 'german', 'style', 'lombard', 'came', 'pannonia', 'especi', 'itali', 'influenc', 'local', 'byzantin', 'christian', 'style', 'convers', 'nomad', 'pagan', 'settlement', 'christian']",20,2
2595,"['lombard', 'build', 'surviv', 'lost', 'rebuilt', 'renov', 'point', 'preserv', 'littl', 'origin', 'lombard', 'structur', 'lombard', 'architectur', 'well-studi', '20th', 'centuri', 'four-volum', 'lombard', 'architectur']",20,2
2596,"['small', 'oratorio', 'di', 'santa', 'maria', 'vall', 'cividal', 'del', 'friuli', 'probabl', 'one', 'oldest', 'preserv', 'exampl', 'lombard', 'architectur', 'cividal', 'first', 'lombard', 'citi']",20,2
2597,"['itali', 'part', 'lombard', 'construct', 'preserv', 'pavia', 'san', 'pietro', 'ciel', ""d'oro"", 'crypt', ""sant'eusebio"", 'san', 'giovanni', 'domnarum', 'monza', 'cathedr', 'basil', 'autariana', 'fara']",20,2
2598,"['gera', ""d'adda"", 'near', 'bergamo', 'church', 'san', 'salvator', 'brescia', 'also', 'lombard', 'element', 'build', 'northern', 'itali', 'langobardia', 'major', 'far', 'best-preserv', 'lombard', 'structur']",20,2
2599,"['southern', 'itali', 'langobardia', 'minor', 'church', 'santa', 'sofia', 'benevento', 'erect', '760', 'duke', 'arechi', 'ii', 'preserv', 'lombard', 'fresco', 'wall', 'even', 'lombard', 'capit']",20,2
2600,"['late', 'lombard', 'structur', '9th', '10th', 'centuri', 'found', 'contain', 'element', 'style', 'associ', 'romanesqu', 'architectur', 'dub', 'first', 'romanesqu', 'edific', 'consid', 'along', 'similar']",20,2
2601,"['contrast', 'british', 'saxon', 'today', 'refer', 'english', 'anglo-saxon', 'becam', 'singl', 'nation', 'bring', 'togeth', 'german', 'peopl', 'frisian', 'jutish', 'angl', 'roman', 'briton', 'establish']",20,2
2602,"['long-last', 'post-roman', 'kingdom', 'equival', 'form', 'frank', 'contin', 'earliest', 'weapon', 'cloth', 'south', 'thame', 'base', 'late', 'roman', 'militari', 'fashion', 'later', 'immigr', 'north']",20,2
2603,"['thame', 'show', 'stronger', 'north', 'german', 'influenc', '5', '6', 'term', 'anglo-saxon', 'combin', 'name', 'angl', 'saxon', 'came', 'use', '8th', 'centuri', 'exampl', 'paul']",20,2
2604,"['deacon', 'distinguish', 'german', 'inhabit', 'britain', 'continent', 'saxon', 'refer', 'anglo-saxon', 'chronicl', 'ealdseax', 'old', 'saxon', 'saxon', 'britain', 'old', 'saxoni', 'northern', 'germani', 'continu']",20,2
