,TextoCrudo,TextoLimpio,Clase1,Clase2,Clase3,Clase4,Clase5,Predicción,CLASE
187,"De-urbanization reduced the scope of education, and by the 6th century teaching and learning moved to monastic and cathedral schools, with the study of biblical texts at the centre of education.[38] Education of the laity continued with little interruption in Italy, Spain, and the southern part of Gaul, where Roman influences were more long-lasting. In the 7th century, however, learning expanded in Ireland and the Celtic lands, where Latin was a foreign language and Latin texts were eagerly studied and taught.[39]
",,,,,,,,2
188,"In the ancient world, Greek was the primary language of science. Advanced scientific research and teaching was mainly carried on in the Hellenistic side of the Roman empire, and in Greek. Late Roman attempts to translate Greek writings into Latin had limited success.[40] As the knowledge of Greek declined, the Latin West found itself cut off from some of its Greek philosophical and scientific roots. For a time, Latin-speakers who wanted to learn about science had access to only a couple of books by Boethius (c. 470–524) that summarized Greek handbooks by Nicomachus of Gerasa. Saint Isidore of Seville produced a Latin encyclopedia in 630. Private libraries would have existed, and monasteries would also keep various kinds of texts.
",,,,,,,,2
189,"The study of nature was pursued more for practical reasons than as an abstract inquiry: the need to care for the sick led to the study of medicine and of ancient texts on drugs;[41] the need for monks to determine the proper time to pray led them to study the motion of the stars;[42] and the need to compute the date of Easter led them to study and teach mathematics and the motions of the Sun and Moon.[43][44]
",,,,,,,,2
190,"In the late 8th century, there was renewed interest in Classical Antiquity as part of the Carolingian Renaissance. Charlemagne carried out a reform in education. The English monk Alcuin of York elaborated a project of scholarly development aimed at resuscitating classical knowledge by establishing programs of study based upon the seven liberal arts: the trivium, or literary education (grammar, rhetoric, and dialectic), and the quadrivium, or scientific education (arithmetic, geometry, astronomy, and music). From 787 on, decrees began to circulate recommending the restoration of old schools and the founding of new ones across the empire.
",,,,,,,,2
191,"Institutionally, these new schools were either under the responsibility of a monastery (monastic schools), a cathedral, or a noble court. The teaching of dialectic (a discipline that corresponds to today's logic) was responsible for the increase in the interest in speculative inquiry; from this interest would follow the rise of the Scholastic tradition of Christian philosophy. In the 12th and 13th centuries, many of those schools founded under the auspices of Charlemagne, especially cathedral schools, would become universities.
",,,,,,,,2
192,"Byzantium's great intellectual achievement was the Corpus Juris Civilis (""Body of Civil Law""), a massive compilation of Roman law made under Justinian (r. 528-65). The work includes a section called the Digesta which abstracts the principles of Roman law in such a way that they can be applied to any situation. The level of literacy was considerably higher in the Byzantine Empire than in the Latin West. Elementary education was much more widely available, sometimes even in the countryside. Secondary schools still taught the Iliad and other classics.
",,,,,,,,2
193,"As for higher education, the Neoplatonic Academy in Athens was closed in 526. There was also a school in Alexandria which remained open until the Arab conquest (640). The University of Constantinople, founded by Emperor Theodosius II (425), seems to have dissolved around this time. It was refounded by Emperor Michael III in 849. Higher education in this period focused on rhetoric, although Aristotle's logic was covered in simple outline. Under the Macedonian dynasty (867–1056), Byzantium enjoyed a golden age and a revival of classical learning. There was little original research, but many lexicons, anthologies, encyclopedias, and commentaries.
",,,,,,,,2
194,"In the course of the 11th century, Islam's scientific knowledge began to reach Western Europe, via Islamic Spain. The works of Euclid and Archimedes, lost in the West, were translated from Arabic to Latin in Spain. The modern Hindu-Arabic numeral system, including a notation for zero, were developed by Hindu mathematicians in the 5th and 6th centuries. Muslim mathematicians learned of it in the 7th century and added a notation for decimal fractions in the 9th and 10th centuries. Around 1000, Gerbert of Aurillac (later Pope Sylvester II) made an abacus with counters engraved with Arabic numerals. A treatise by Al-Khwārizmī on how to perform calculations with these numerals was translated into Latin in Spain in the 12th century.
",,,,,,,,2
195,"Monasteries were targeted in the eighth and ninth centuries by Vikings who invaded the coasts of northern Europe. They were targeted not only because they stored books but also precious objects that were looted by invaders. In the earliest monasteries, there were no special rooms set aside as a library, but from the sixth century onwards libraries became an essential aspect of monastic life in the Western Europe. The Benedictines placed books in the care of a librarian who supervised their use. In some monastic reading rooms, valuable books would be chained to shelves, but there were also lending sections as well. Copying was also another important aspect of monastic libraries, this was undertaken by resident or visiting monks and took place in the scriptorium. In the Byzantine world, religious houses rarely maintained their own copying centres. Instead they acquired donations from wealthy donors. In the tenth century, the largest collection in the Byzantine world was found in the monasteries of Mount Athos (modern-day Greece), which accumulated over 10,000 books. Scholars travelled from one monastery to another in search of the texts they wished to study. Travelling monks were often given funds to buy books, and certain monasteries which held a reputation for intellectual activities welcomed travelling monks who came to copy manuscripts for their own libraries. One of these was the monastery of Bobbio in Italy, which was founded by the Irish abbot St. Columbanus in 614, and by the ninth century boasted a catalogue of 666 manuscripts, including religious works, classical texts, histories and mathematical treatises.[45]
",,,,,,,,2
196,"From the early Christians, early medieval Christians inherited a church united by major creeds, a stable Biblical canon, and a well-developed philosophical tradition. The history of medieval Christianity traces Christianity during the Middle Ages—the period after the fall of the Roman Empire until the Protestant Reformation. The institutional structure of Christianity in the west during this period is different from what it would become later in the Middle Ages. As opposed to the later church, the church of the early Middle Ages consisted primarily of the monasteries.[46] The practice of simony has caused the ecclesiastical offices to become the property of local princes, and as such the monasteries constituted the only church institution independent of the local princes. In addition, the papacy was relatively weak, and its power was mostly confined to central Italy.[46] Individualized religious practice was uncommon, as it typically required membership in a religious order, such as the Order of Saint Benedict.[46] Religious orders would not proliferate until the high Middle Ages. For the typical Christian at this time, religious participation was largely confined to occasionally receiving mass from wandering monks. Few would be lucky enough to receive this as often as once a month.[46] By the end of this period, individual practice of religion was becoming more common, as monasteries started to transform into something approximating modern churches, where some monks might even give occasional sermons.[46]
",,,,,,,,2
197,"During the early Middle Ages, the divide between Eastern and Western Christianity widened, paving the way for the East-West Schism in the 11th century. In the West, the power of the Bishop of Rome expanded. In 607, Boniface III became the first Bishop of Rome to use the title Pope.[citation needed] Pope Gregory I used his office as a temporal power, expanded Rome's missionary efforts to the British Isles, and laid the foundations for the expansion of monastic orders. Roman church traditions and practices gradually replaced local variants, including Celtic Christianity in Great Britain and Ireland. Various barbarian tribes went from raiding and pillaging the island to invading and settling. They were entirely pagan, having never been part of the Empire, though they experienced Christian influence from the surrounding peoples, such as those who were converted by the mission of St. Augustine of Canterbury, sent by Pope Gregory I. In the East, the conquests of Islam reduced the power of the Greek-speaking patriarchates.
",,,,,,,,2
198,"The Catholic Church, the only centralized institution to survive the fall of the Western Roman Empire intact, was the sole unifying cultural influence in the West, preserving Latin learning, maintaining the art of writing, and preserving a centralized administration through its network of bishops ordained in succession. The Early Middle Ages are characterized by the urban control of bishops and the territorial control exercised by dukes and counts. The rise of urban communes marked the beginning of the High Middle Ages.
",,,,,,,,2
199,"The Christianization of Germanic tribes began in the 4th century with the Goths and continued throughout the Early Middle Ages, led in the 6th to 7th centuries by the Hiberno-Scottish mission and replaced in the 8th to 9th centuries by the Anglo-Saxon mission, with Anglo-Saxons like Alcuin playing an important role in the Carolingian renaissance. Saint Boniface, the Apostle of the Germans, propagated Christianity in the Frankish Empire during the 8th century. He helped shape Western Christianity, and many of the dioceses he proposed remain until today. After his martyrdom, he was quickly hailed as a saint. By 1000, even Iceland had become Christian, leaving only more remote parts of Europe (Scandinavia, the Baltic, and Finno-Ugric lands) to be Christianized during the High Middle Ages.
",,,,,,,,2
200,"Listless and often ill, Carolingian Emperor Charles the Fat provoked an uprising, led by his nephew Arnulf of Carinthia, which resulted in the division of the empire in 887 into the kingdoms of France, Germany, and (northern) Italy. Taking advantage of the weakness of the German government, the Magyars had established themselves in the Alföld, or Hungarian grasslands, and began raiding across Germany, Italy, and even France. The German nobles elected Henry the Fowler, duke of Saxony, as their king at a Reichstag, or national assembly, in Fritzlar in 919. Henry's power was only marginally greater than that of the other leaders of the stem duchies, which were the feudal expression of the former German tribes.
",,,,,,,,2
201,"Henry's son King Otto I (r. 936–973) was able to defeat a revolt of the dukes supported by French King Louis IV (939). In 951, Otto marched into Italy and married the widowed Queen Adelaide, named himself king of the Lombards, and received homage from Berengar of Ivrea, king of Italy (r. 950-52). Otto named his relatives the new leaders of the stem duchies, but this approach did not completely solve the problem of disloyalty. His son Liudolf, duke of Swabia, revolted and welcomed the Magyars into Germany (953). At Lechfeld, near Augsburg in Bavaria, Otto caught up with the Magyars while they were enjoying a razzia and achieved a signal victory in 955. The Magyars ceased living on plunder, and their leaders created a Christian kingdom called Hungary (1000).
",,,,,,,,2
202,"The defeat of the Magyars greatly enhanced Otto's prestige. He marched into Italy again and was crowned emperor (imperator augustus) by Pope John XII in Rome (962), an event that historians count as the founding of the Holy Roman Empire, although the term was not used until much later. The Ottonian state is also considered the first Reich, or German Empire. Otto used the imperial title without attaching it to any territory. He and later emperors thought of themselves as part of a continuous line of emperors that begins with Charlemagne. (Several of these ""emperors"" were simply local Italian magnates who bullied the pope into crowning them.) Otto deposed John XII for conspiring against him with Berengar, and he named Pope Leo VIII to replace him (963). Berengar was captured and taken to Germany. John was able to reverse the deposition after Otto left, but he died in the arms of his mistress soon afterwards.
",,,,,,,,2
203,"Besides founding the German Empire, Otto's achievements include the creation of the ""Ottonian church system,"" in which the clergy (the only literate section of the population) assumed the duties of an imperial civil service. He raised the papacy out of the muck of Rome's local gangster politics, assured that the position was competently filled, and gave it a dignity that allowed it to assume leadership of an international church.
",,,,,,,,2
204,"Speculation that the world would end in the year 1000 was confined to a few uneasy French monks.[47] Ordinary clerks used regnal years, i.e. the 4th year of the reign of Robert II (the Pious) of France. The use of the modern ""anno domini"" system of dating was confined to the Venerable Bede and other chroniclers of universal history.
",,,,,,,,2
205,"Western Europe remained less developed compared to the Islamic world, with its vast network of caravan trade, or China, at this time the world's most populous empire under the Song Dynasty. Constantinople had a population of about 300,000, but Rome had a mere 35,000 and Paris 20,000.[48][49] By contrast, Córdoba, in Islamic Spain, at this time the world's largest city contained 450,000 inhabitants. The Vikings had a trade network in northern Europe, including a route connecting the Baltic to Constantinople through Russia, as did the Radhanites.
",,,,,,,,2
206,"With nearly the entire nation freshly ravaged by the Vikings, England was in a desperate state. The long-suffering English later responded with a massacre of Danish settlers in 1002, leading to a round of reprisals and finally to Danish rule (1013), though England regained independence shortly after. But Christianization made rapid progress and proved itself the long-term solution to the problem of barbarian raiding. The territories of Scandinavia were soon to be fully Christianized Kingdoms: Denmark in the 10th century, Norway in the 11th, and Sweden, the country with the least raiding activity, in the 12th. Kievan Rus, recently converted to Orthodox Christianity, flourished as the largest state in Europe. Iceland, Greenland, and Hungary were all declared Christian about 1000.
",,,,,,,,2
207,"In Europe, a formalized institution of marriage was established. The proscribed degree of the degree of consanguinity varied, but the custom made marriages annullable by application to the Pope.[50] North of Italy, where masonry construction was never extinguished, stone construction was replacing timber in important structures. Deforestation of the densely wooded continent was under way. The 10th century marked a return of urban life, with the Italian cities doubling in population. London, abandoned for many centuries, was again England's main economic centre by 1000. By 1000, Bruges and Ghent held regular trade fairs behind castle walls, a tentative return of economic life to western Europe.
",,,,,,,,2
208,"In the culture of Europe, several features surfaced soon after 1000 that mark the end of the Early Middle Ages: the rise of the medieval communes, the reawakening of city life, and the appearance of the burgher class, the founding of the first universities, the rediscovery of Roman law, and the beginnings of vernacular literature.
",,,,,,,,2
209,"In 1000, the papacy was firmly under the control of German Emperor Otto III, or ""emperor of the world"" as he styled himself. But later church reforms enhanced its independence and prestige: the Cluniac movement, the building of the first great Transalpine stone cathedrals and the collation of the mass of accumulated decretals into a formulated canon law.
",,,,,,,,2
210,"The rise of Islam begins around the time Muhammad and his followers took flight, the Hijra, to the city of Medina. Muhammad spent his last ten years in a series of battles to conquer the Arabian region. From 622 to 632, Muhammad as the leader of a Muslim community in Medina was engaged in a state of war with the Meccans. In the proceeding decades, the area of Basra was conquered by the Muslims. During the reign of Umar, the Muslim army found it a suitable place to construct a base. Later the area was settled and a mosque was erected. Madyan was conquered and settled by Muslims, but the environment was considered harsh and the settlers moved to Kufa. Umar defeated the rebellion of several Arab tribes in a successful campaign, unifying the entire Arabian peninsula and giving it stability. Under Uthman's leadership, the empire, through the Muslim conquest of Persia, expanded into Fars in 650, some areas of Khorasan in 651, and the conquest of Armenia was begun in the 640s. In this time, the Islamic empire extended over the whole Sassanid Persian Empire and to more than two-thirds of the Eastern Roman Empire. The First Fitna, or the First Islamic Civil War, lasted for the entirety of Ali ibn Abi Talib's reign. After the recorded peace treaty with Hassan ibn Ali and the suppression of early Kharijites' disturbances, Muawiyah I acceded to the position of Caliph.
",,,,,,,,2
211,"The Muslim conquests of the Eastern Roman Empire and Arab wars occurred between 634 and 750. Starting in 633, Muslims conquered Iraq. The Muslim conquest of Syria would begin in 634 and would be complete by 638. The Muslim conquest of Egypt started in 639. Before the Muslim invasion of Egypt began, the Eastern Roman Empire had already lost the Levant and its Arab ally, the Ghassanid Kingdom, to the Muslims. The Muslims would bring Alexandria under control and the fall of Egypt would be complete by 642. Between 647 and 709, Muslims swept across North Africa and established their authority over that region.
",,,,,,,,2
212,"The Transoxiana region was conquered by Qutayba ibn Muslim between 706 and 715 and loosely held by the Umayyads from 715 to 738. This conquest was consolidated by Nasr ibn Sayyar between 738 and 740. It was under the Umayyads from 740-748 and under the Abbasids after 748. Sindh, attacked in 664, would be subjugated by 712. Sindh became the easternmost province of the Umayyad. The Umayyad conquest of Hispania (Visigothic Spain) would begin in 711 and end by 718. The Moors, under Al-Samh ibn Malik, swept up the Iberian peninsula and by 719 overran Septimania; the area would fall under their full control in 720. With the Islamic conquest of Persia, the Muslim subjugation of the Caucasus would take place between 711 and 750. The end of the sudden Islamic Caliphate expansion ended around this time. The final Islamic dominion eroded the areas of the Iron Age Roman Empire in the Middle East and controlled strategic areas of the Mediterranean.
",,,,,,,,2
213,"At the end of the 8th century, the former Western Roman Empire was decentralized and overwhelmingly rural. The Islamic conquest and rule of Sicily and Malta was a process which started in the 9th century. Islamic rule over Sicily was effective from 902, and the complete rule of the island lasted from 965 until 1061. The Islamic presence on the Italian Peninsula was ephemeral and limited mostly to semi-permanent soldier camps.
",,,,,,,,2
214,"The Abbasid Caliphate, ruled by the Abbasid dynasty of caliphs, was the third of the Islamic caliphates. Under the Abbasids, the Islamic Golden Age philosophers, scientists, and engineers of the Islamic world contributed enormously to technology, both by preserving earlier traditions and by adding their own inventions and innovations. Scientific and intellectual achievements blossomed in the period.
",,,,,,,,2
215,"The Abbasids built their capital in Baghdad after replacing the Umayyad caliphs from all but the Iberian peninsula. The influence held by Muslim merchants over African-Arabian and Arabian-Asian trade routes was tremendous. As a result, Islamic civilization grew and expanded on the basis of its merchant economy, in contrast to their Christian, Indian, and Chinese peers who built societies from an agricultural landholding nobility.
",,,,,,,,2
216,"The Abbasids flourished for two centuries but slowly went into decline with the rise to power of the Turkish army they had created, the Mamluks. Within 150 years of gaining control of Persia, the caliphs were forced to cede power to local dynastic emirs who only nominally acknowledged their authority. After the Abbasids lost their military dominance, the Samanids (or Samanid Empire) rose up in Central Asia. The Sunni Islam empire was a Tajik state and had a Zoroastrian theocratic nobility. It was the next native Persian dynasty after the collapse of the Sassanid Persian empire, caused by the Arab conquest.
",,,,,,,,2
217,"Western/Central Europe
.mw-parser-output .legend{page-break-inside:avoid;break-inside:avoid-column}.mw-parser-output .legend-color{display:inline-block;min-width:1.25em;height:1.25em;line-height:1.25;margin:1px 0;text-align:center;border:1px solid black;background-color:transparent;color:black}.mw-parser-output .legend-text{}  Holy Roman Empire
  France
  Gascony
  Bohemia
Eastern Europe
  Teutonic Order
  Golden Horde
  G. Horde Vassals
  Genovese Prov.
  Ruthenia/Galicia
  Poland
  Mazovia
  Wallachia
  Habsburg
  Hungary and Croatia
  Lithuania
Italian peninsula
  Sicilies
  Naples
  Papal states
  Sardinia
  Venice
  Genoa
",,,,,,,,2
218,"Iberian peninsula 
  Aragon
  Portugal
  Castile
  Navarre
  Granada
Nordics
  Denmark
  Iceland
  Norway
  Sweden
British Isles
  England and Wales
  Ireland
  Scotland
",,,,,,,,2
219,"Balkans/Middle East
  Ragusa
  Cataro
  Achaia
  Duchy of Athens
  Byzantine Empire
  Mameluke Empire
  Serbia
  Turkic states
  Bosnia
  Venetian Crete
  Knights of St. John
  Vidin
  Bulgaria
  Cyprus
  Ilkhan Empire
  Georgia
  Trebizond
North Africa
  Tunis
  Marinids
  Zayyanids
  Hafsids
",,,,,,,,2
220,"The Late Middle Ages or Late Medieval Period was the period of European history lasting from 1250 to 1500 AD. The Late Middle Ages followed the High Middle Ages and preceded the onset of the early modern period (and in much of Europe, the Renaissance).[1]
",,,,,,,,2
221,"Around 1300, centuries of prosperity and growth in Europe came to a halt. A series of famines and plagues, including the Great Famine of 1315–1317 and the Black Death, reduced the population to around half of what it had been before the calamities.[2] Along with depopulation came social unrest and endemic warfare. France and England experienced serious peasant uprisings, such as the Jacquerie and the Peasants' Revolt, as well as over a century of intermittent conflict, the Hundred Years' War. To add to the many problems of the period, the unity of the Catholic Church was temporarily shattered by the Western Schism. Collectively, those events are sometimes called the Crisis of the Late Middle Ages.[3]
",,,,,,,,2
222,"Despite the crises, the 14th century was also a time of great progress in the arts and sciences. Following a renewed interest in ancient Greek and Roman texts that took root in the High Middle Ages, the Italian Renaissance began. The absorption of Latin texts had started before the Renaissance of the 12th century through contact with Arabs during the Crusades, but the availability of important Greek texts accelerated with the Capture of Constantinople by the Ottoman Turks, when many Byzantine scholars had to seek refuge in the West, particularly Italy.[4]
",,,,,,,,2
223,"Combined with this influx of classical ideas was the invention of printing, which facilitated dissemination of the printed word and democratized learning. Those two things would later lead to the Protestant Reformation. Toward the end of the period, the Age of Discovery began. The expansion of the Ottoman Empire cut off trading possibilities with the East. Europeans were forced to seek new trading routes, leading to the Spanish expedition under Christopher Columbus to the Americas in 1492 and Vasco da Gama’s voyage to Africa and India in 1498. Their discoveries strengthened the economy and power of European nations.
",,,,,,,,2
224,"The changes brought about by these developments have led many scholars to view this period as the end of the Middle Ages and the beginning of modern history and of early modern Europe. However, the division is somewhat artificial, since ancient learning was never entirely absent from European society[citation needed]. As a result, there was developmental continuity between the ancient age (via classical antiquity) and the modern age[citation needed]. Some historians, particularly in Italy, prefer not to speak of the Late Middle Ages at all but rather see the high period of the Middle Ages transitioning to the Renaissance and the modern era.[citation needed]
",,,,,,,,2
225,"The term ""Late Middle Ages"" refers to one of the three periods of the Middle Ages, along with the Early Middle Ages and the High Middle Ages. Leonardo Bruni was the first historian to use tripartite periodization in his History of the Florentine People (1442).[5] Flavio Biondo used a similar framework in Decades of History from the Deterioration of the Roman Empire (1439–1453). Tripartite periodization became standard after the German historian Christoph Cellarius published Universal History Divided into an Ancient, Medieval, and New Period (1683).
",,,,,,,,2
226,"For 18th-century historians studying the 14th and 15th centuries, the central theme was the Renaissance, with its rediscovery of ancient learning and the emergence of an individual spirit.[6] The heart of this rediscovery lies in Italy, where, in the words of Jacob Burckhardt: ""Man became a spiritual individual and recognized himself as such"".[7] This proposition was later challenged, and it was argued that the 12th century was a period of greater cultural achievement.[8]
",,,,,,,,2
227,"As economic and demographic methods were applied to the study of history, the trend was increasingly to see the late Middle Ages as a period of recession and crisis. Belgian historian Henri Pirenne continued the subdivision of Early, High, and Late Middle Ages in the years around World War I.[9] Yet it was his Dutch colleague, Johan Huizinga, who was primarily responsible for popularising the pessimistic view of the Late Middle Ages, with his book The Autumn of the Middle Ages (1919).[10] To Huizinga, whose research focused on France and the Low Countries rather than Italy, despair and decline were the main themes, not rebirth.[11][12]
",,,,,,,,2
228,"Modern historiography on the period has reached a consensus between the two extremes of innovation and crisis. It is now generally acknowledged that conditions were vastly different north and south of the Alps, and the term ""Late Middle Ages"" is often avoided entirely within Italian historiography.[13] The term ""Renaissance"" is still considered useful for describing certain intellectual, cultural, or artistic developments, but not as the defining feature of an entire European historical epoch.[14] The period from the early 14th century up until – and sometimes including – the 16th century, is rather seen as characterized by other trends: demographic and economic decline followed by recovery, the end of western religious unity and the subsequent emergence of the nation state, and the expansion of European influence onto the rest of the world.[14]
",,,,,,,,2
229,"The limits of Christian Europe were still being defined in the 14th and 15th centuries. While the Grand Duchy of Moscow was beginning to repel the Mongols, and the Iberian kingdoms completed the Reconquista of the peninsula and turned their attention outwards, the Balkans fell under the dominance of the Ottoman Empire.[15] Meanwhile, the remaining nations of the continent were locked in almost constant international or internal conflict.[16]
",,,,,,,,2
230,"The situation gradually led to the consolidation of central authority and the emergence of the nation state.[17] The financial demands of war necessitated higher levels of taxation, resulting in the emergence of representative bodies – most notably the English Parliament.[18] The growth of secular authority was further aided by the decline of the papacy with the Western Schism and the coming of the Protestant Reformation.[19]
",,,,,,,,2
231,"After the failed union of Sweden and Norway of 1319–1365, the pan-Scandinavian Kalmar Union was instituted in 1397.[20] The Swedes were reluctant members of the Danish-dominated union from the start. In an attempt to subdue the Swedes, King Christian II of Denmark had large numbers of the Swedish aristocracy killed in the Stockholm Bloodbath of 1520. Yet this measure only led to further hostilities, and Sweden broke away for good in 1523.[21] Norway, on the other hand, became an inferior party of the union and remained united with Denmark until 1814.[22]
",,,,,,,,2
232,"Iceland benefited from its relative isolation and was the last Scandinavian country to be struck by the Black Death.[23] Meanwhile, the Norse colony in Greenland died out, probably under extreme weather conditions in the 15th century.[24] These conditions might have been the effect of the Little Ice Age.[25]
",,,,,,,,2
233,"The death of Alexander III of Scotland in 1286 threw the country into a succession crisis, and the English king, Edward I, was brought in to arbitrate. Edward claimed overlordship over Scotland, leading to the Wars of Scottish Independence.[26] The English were eventually defeated, and the Scots were able to develop a stronger state under the Stewarts.[27]
",,,,,,,,2
234,"From 1337, England's attention was largely directed towards France in the Hundred Years' War.[28] Henry V's victory at the Battle of Agincourt in 1415 briefly paved the way for a unification of the two kingdoms, but his son Henry VI soon squandered all previous gains.[29] The loss of France led to discontent at home. Soon after the end of the war in 1453, the dynastic struggles of the Wars of the Roses (c. 1455–1485) began, involving the rival dynasties of the House of Lancaster and House of York.[30]
",,,,,,,,2
235,"The war ended in the accession of Henry VII of the Tudor family, who continued the work started by the Yorkist kings of building a strong, centralized monarchy.[31] While England's attention was thus directed elsewhere, the Hiberno-Norman lords in Ireland were becoming gradually more assimilated into Irish society, and the island was allowed to develop virtual independence under English overlordship.[32]
",,,,,,,,2
236,"The French House of Valois, which followed the House of Capet in 1328, was at its outset marginalized in its own country, first by the English invading forces of the Hundred Years' War, and later by the powerful Duchy of Burgundy.[33] The emergence of Joan of Arc as a military leader changed the course of war in favour of the French, and the initiative was carried further by King Louis XI.[34]
",,,,,,,,2
237,"Meanwhile, Charles the Bold, Duke of Burgundy, met resistance in his attempts to consolidate his possessions, particularly from the Swiss Confederation formed in 1291.[35] When Charles was killed in the Burgundian Wars at the Battle of Nancy in 1477, the Duchy of Burgundy was reclaimed by France.[36] At the same time, the County of Burgundy and the wealthy Burgundian Netherlands came into the Holy Roman Empire under Habsburg control, setting up conflict for centuries to come.[37]
",,,,,,,,2
238,"Bohemia prospered in the 14th century, and the Golden Bull of 1356 made the king of Bohemia first among the imperial electors, but the Hussite revolution threw the country into crisis.[38] The Holy Roman Empire passed to the Habsburgs in 1438, where it remained until its dissolution in 1806.[39] Yet in spite of the extensive territories held by the Habsburgs, the Empire itself remained fragmented, and much real power and influence lay with the individual principalities.[40] In addition, financial institutions, such as the Hanseatic League and the Fugger family, held great power, on both economic and political levels.[41]
",,,,,,,,2
239,"The kingdom of Hungary experienced a golden age during the 14th century.[42] In particular the reigns of the Angevin kings Charles Robert (1308–42) and his son Louis the Great (1342–82) were marked by success.[43] The country grew wealthy as the main European supplier of gold and silver.[44] Louis the Great led successful campaigns from Lithuania to Southern Italy, and from Poland to Northern Greece.
",,,,,,,,2
240,"He had the greatest military potential of the 14th century with his enormous armies (often over 100,000 men). Meanwhile, Poland's attention was turned eastwards, as the Commonwealth with Lithuania created an enormous entity in the region.[45] The union, and the conversion of Lithuania, also marked the end of paganism in Europe.[46]
",,,,,,,,2
241,"Louis did not leave a son as heir after his death in 1382. Instead, he named as his heir the young prince Sigismund of Luxemburg. The Hungarian nobility did not accept his claim, and the result was an internal war. Sigismund eventually achieved total control of Hungary and established his court in Buda and Visegrád. Both palaces were rebuilt and improved, and were considered the richest of the time in Europe. Inheriting the throne of Bohemia and the Holy Roman Empire, Sigismund continued conducting his politics from Hungary, but he was kept busy fighting the Hussites and the Ottoman Empire, which was becoming a menace to Europe in the beginning of the 15th century.
",,,,,,,,2
242,"The King Matthias Corvinus of Hungary led the largest army of mercenaries of the time, The Black Army of Hungary, which he used to conquer Bohemia and Austria and to fight the Ottoman Empire. However, the glory of the Kingdom ended in the early 16th century, when the King Louis II of Hungary was killed in the battle of Mohács in 1526 against the Ottoman Empire. Hungary then fell into a serious crisis and was invaded, ending its significance in central Europe during the medieval era.
",,,,,,,,2
243,"The state of Kievan Rus' fell during the 13th century in the Mongol invasion.[47] The Grand Duchy of Moscow rose in power thereafter, winning a great victory against the Golden Horde at the Battle of Kulikovo in 1380.[48] The victory did not end Tartar rule in the region, however, and its immediate beneficiary was the Grand Duchy of Lithuania, which extended its influence eastwards.[49]
",,,,,,,,2
244,"Under the reign of Ivan the Great (1462–1505), Moscow became a major regional power, and the annexation of the vast Republic of Novgorod in 1478 laid the foundations for a Russian national state.[50] After the Fall of Constantinople in 1453 the Russian princes started to see themselves as the heirs of the Byzantine Empire. They eventually took on the imperial title of Tsar, and Moscow was described as the Third Rome.[51]
",,,,,,,,2
245,"The Byzantine Empire had for a long time dominated the eastern Mediterranean in politics and culture.[52] By the 14th century, however, it had almost entirely collapsed into a tributary state of the Ottoman Empire, centered on the city of Constantinople and a few enclaves in Greece.[53] With the Fall of Constantinople in 1453, the Byzantine Empire was permanently extinguished.[54]
",,,,,,,,2
246,"The Bulgarian Empire was in decline by the 14th century, and the ascendancy of Serbia was marked by the Serbian victory over the Bulgarians in the Battle of Velbazhd in 1330.[55] By 1346, the Serbian king Stefan Dušan had been proclaimed emperor.[56] Yet Serbian dominance was short-lived; the Serbian army led by the Lazar Hrebljevanovic was defeated by the Ottomans at the Battle of Kosovo in 1389, where most of the Serbian nobility was killed and the south of the country came under Ottoman occupation, as much of southern Bulgaria had become Ottoman territory in 1371.[57] Northern remnants of Bulgaria were finally conquered by 1396, Serbia fell in 1459, Bosnia in 1463, and Albania was finally subordinated in 1479 only a few years after the death of Skanderbeg. Belgrade, an Hungarian domain at the time, was the last large Balkan city to fall under Ottoman rule, in 1521. By the end of the medieval period, the entire Balkan peninsula was annexed by, or became vassal to, the Ottomans.[57]
",,,,,,,,2
247,"Avignon was the seat of the papacy from 1309 to 1376.[58] With the return of the Pope to Rome in 1378, the Papal State developed into a major secular power, culminating in the morally corrupt papacy of Alexander VI.[59] Florence grew to prominence amongst the Italian city-states through financial business, and the dominant Medici family became important promoters of the Renaissance through their patronage of the arts.[60] Other city states in northern Italy also expanded their territories and consolidated their power, primarily Milan and Venice.[61] The War of the Sicilian Vespers had by the early 14th century divided southern Italy into an Aragon Kingdom of Sicily and an Anjou Kingdom of Naples.[62] In 1442, the two kingdoms were effectively united under Aragonese control.[63]
",,,,,,,,2
248,"The 1469 marriage of Isabella I of Castile and Ferdinand II of Aragon and the 1479 death of John II of Aragon led to the creation of modern-day Spain.[64] In 1492, Granada was captured from the Moors, thereby completing the Reconquista.[65] Portugal had during the 15th century – particularly under Henry the Navigator – gradually explored the coast of Africa, and in 1498, Vasco da Gama found the sea route to India.[66] The Spanish monarchs met the Portuguese challenge by financing the expedition of Christopher Columbus to find a western sea route to India, leading to the discovery of the Americas in 1492.[67]
",,,,,,,,2
