,Texto,Clase
3890,[],2
3891,[],2
3892,[],2
3893,[],2
3894,[],2
3895,"['12th', 'centuri', 'king', ""jerusalem'"", 'foremost', 'leader', 'feudal', 'host', 'reward', 'loyalti', 'incom', 'rare', 'grant', 'land', 'vacant']",2
3896,"['domain', 'ruler', 'nobil', 'ruler', 'jerusalem', 'intern', 'power', 'compar', 'monarch', 'administr']",2
3897,"['ruler', 'royal', 'power', 'abrog', 'govern']",2
3898,[],2
3899,"['court', 'baron', ""king'"", 'direct', 'vassal', 'quorum', 'king', 'tenant', 'chief', '1162', 'assis', 'sur', 'ligec', '600', 'frank']",2
3900,"['order', '12th', 'centuri', 'italian', 'commun', '13th', 'centuri', 'defeat', 'hattin', '1187']",2
3901,"['base', 'custom', 'memori', 'lost', 'legisl']",2
3902,[],2
3903,[],2
3904,[],2
3905,[],2
3906,[],2
3907,[],2
3908,[],2
3909,[],2
3910,[],2
3911,[],2
3912,[],2
3913,"['crusad', 'ecclesiast', 'posit', 'vacant', 'orthodox', 'church', 'orthodox', 'bishop', 'latin', 'cleric', 'greek', 'orthodox', 'monk', 'holi', 'sepulchr']",2
3914,"['fail', 'armenian', 'copt', 'jacobit', 'nestorian', 'maronit', 'autonom', 'bishop', 'assimil', 'prevent']",2
3915,"['base', 'port', 'acr', 'tyre', 'tripoli', 'sidon', 'italian', 'provenç', 'catalan', 'commun', 'distinct', 'cultur', 'characterist', 'polit', 'power']",2
3916,"['polit', 'hometown', 'monopolis', 'foreign', 'trade', 'ship', 'aggress', 'trade', 'privileg', 'despit']",2
3917,"['communard', 'nativ', 'hundr', 'middl', '13th']",2
3918,"['cultur', 'outrem', 'establish', 'militari', 'order', 'tactic', 'militari', 'architectur', 'john', 'ibelin', 'record', '1170', 'militari', 'forc', 'kingdom']",2
3919,"['675', 'armour', 'knight', 'knight', 'arm', 'non-nobl', 'cavalri', 'infantri', 'serjant', '5,025']",2
3920,"['militari', '1,200', 'knight', '10,000', 'serjant']",2
3921,[],2
3922,[],2
3923,[],2
3924,"['disintegr', 'caliph', 'córdoba', 'southern', 'spain', 'opportun', 'reconquista', '1031', 'christian', 'realm', 'ident', 'base', 'tribe', 'ethnic', 'león']",2
3925,"['centuri', 'aristocrat', 'militari', 'techniqu', 'crusad', 'kingdom', 'power', 'conquer', 'islam', 'territori']",2
3926,"['70,000', 'foreign', 'combat', 'respond', 'preach']",2
3927,[],2
3928,[],2
3929,"['modest', 'effort', 'dualist', 'christian', 'sect', 'cathar', 'southern', 'franc', '1180', 'thirty-year', 'innoc', 'iii', 'proclaim', 'albigensian', 'crusad']",2
3930,"['heret', 'heret', 'toler', 'feudal', 'lord', 'land', 'confisc', 'titl', 'forfeit', '1212']",2
3931,"['proclaim', 'crusad', '1234', '1241', 'crusad']",2
3932,[],2
3933,[],2
3934,"['albigensian', 'crusad', 'establish', 'preced', 'pope', 'inquisit', 'christian', 'oppon', 'heret', 'innoc', 'iii', 'declar', 'polit', 'crusad', 'markward']",2
3935,"['frederick', 'threaten', 'rome', '1240', 'gregori', 'ix', 'crusad', 'terminolog', 'frederick', ""ii'""]",2
3936,"['charl', 'anjou', 'return', ""sicily'"", 'conquest']",2
3937,[],2
3938,[],2
3939,[],2
3940,"['1147', 'bernard', 'clairvaux', 'persuad', 'pope', 'eugeniu', 'iii', 'german', 'dane', 'conflict', 'pagan', 'wend', 'holi', 'war', 'analog']",2
3941,"['crusad', 'acquisit', 'arabl', 'land', 'serf', 'control', 'baltic', 'trade', 'rout', 'abolish']",2
3942,"['baltic', 'defend', 'german', 'commerci', 'riga']",2
3943,[],2
3944,[],2
3945,[],2
3946,[],2
3947,[],2
3948,"['seljuk', 'sultan', 'rum', 'fragment', '13th', 'centuri', 'ottoman', 'turk', 'locat', 'north-eastern', 'anatolia', 'took', 'byzantin', 'civil', 'war']",2
3949,"['captur', 'byzantin', 'fortress', 'gallipoli', '1354', 'defeat', 'serbian', 'battl', 'kosovo', '1389']",2
3950,"['sigismund', 'hungari', 'battl', 'nicopoli', '1396']",2
3951,[],2
3952,"['constantinopl', '1453', 'crusad', 'exampl', 'duke', 'phillip', ""burgundy'"", '1454', 'promot', 'crusad', 'materialis', 'feast', 'pheasant', '16th', 'centuri']",2
3953,"['sign', 'treati', 'ottoman', 'king', 'franci', 'franc', 'sought', 'alli', 'quarter', 'german']",2
3954,"['commerci', 'polit', 'militari', 'threat', 'turk']",2
3955,"['crusad', 'propens', 'custom', 'european', 'homeland', 'meant', 'crusad', 'state', 'militari', 'order', 'knight', 'hospital', 'order', 'knight', 'hospit']",2
3956,"['order', 'ad', 'martial', 'element', 'larger', 'militari', 'order', 'knighthood', 'enter', 'monast']",2
3957,"['band', 'knight', 'pilgrim', 'en', 'rout']",2
3958,[],2
3959,"['hospital', 'templar', 'supran', 'organis', 'papal', 'led', 'rich', 'donat', 'land', 'revenu', 'europ', 'led', 'steadi', 'flow', 'recruit']",2
3960,"['hospital', 'reloc', 'cypru', 'rule', 'rhode', 'ottoman', '1522', 'malta', 'napoleon', 'captur']",2
3961,"['probabl', 'financi', 'polit', 'knight', 'templar']",2
3962,[],2
3963,"['historian', 'joshua', 'prawer', 'european', 'poet', 'theologian', 'scholar', 'historian', 'crusad', 'state', 'pilgrimag', 'imageri', 'idea', 'poetri', 'migrat']",2
3964,"['historian', 'crusad', 'militari', 'architectur', 'middl', 'synthesi', 'european', 'byzantin', 'muslim', 'tradit', 'origin', 'artist', 'achiev', 'crusad', 'castl']",2
3965,"['administr', 'modern', 'historiographi', 'reject', 'centuri', 'consensu', 'learnt', 'militari', 'architectur', 'europ']",2
3966,"['influenc', 'documentari', 'evid', 'differenti', 'import']",2
3967,"['typic', 'crusad', 'church', 'french', 'romanesqu', 'style', '12th', 'centuri', 'rebuild', 'holi', 'sepulchr', 'byzantin', 'arch', 'chapel', 'built']",2
3968,"['surviv', 'indigen', 'influenc', 'sculptur', 'holi', 'sepulchr', 'column', 'capit', 'facad', 'classic']",2
3969,"['architectur', 'sculptur', 'area', 'visual', 'cultur', 'assimil', 'natur', '12th', '13th', 'centuri', 'influenc', 'indigen', 'artist', 'decor', 'shrine']",2
3970,"['practition', 'byzantin', 'indigen', 'artist', 'iconograph', 'practic', 'cultur', 'synthesi', 'church', 'nativ']",2
3971,"['unknown', 'distinct', 'origin', 'artist', 'style']",2
3972,"['manuscript', 'produc', 'workshop', 'hous', 'italian', 'french', 'english', 'craftsmen', 'cross-fertilis', 'idea', 'techniqu', 'exampl', 'melisend', 'psalter', 'workshop']",2
3973,"['tast', 'patron', 'art', 'stylis', 'byzantine-influenc', 'product', 'icon', 'unknown', 'frank', 'frankish']",2
3974,"['origin', 'textual', 'sourc', 'simpler', 'translat']",2
3975,"['abolish', 'innoc', 'iii', 'marri', 'wive', 'consent', 'readili', 'forthcom', 'muslim', 'byzantin', 'observ', 'disdain', 'women', 'join', 'arm']",2
3976,"['femal', 'crusad', 'wive', 'merchant', 'servant', 'sex', 'worker', 'attempt', 'control', ""women'""]",2
3977,"['1101', 'eleanor', 'aquitain', 'polit', 'strategi']",2
3978,[],2
3979,[],2
3980,"['crusad', 'militari', 'endeavour', 'costli', 'enterpris', 'particip', 'order', 'conflict', 'fund', 'campaign', 'mortgag', 'taxat', 'estat', 'cleric', 'nation']",2
3981,"['crusad', 'nation', 'tale', 'heroism', 'name', ""europe'"", 'polit', 'topolog', 'crusad', 'financ', 'taxat', 'social', 'financi', 'legal', 'institut']",2
3982,"['europ', 'crusad', 'expedit', 'immens', 'demand', 'food', 'ship', 'benefit', 'merchant', 'levi']",2
3983,"['histor', 'tradit', 'middl', 'age', 'keyston', 'polit', 'islam', 'idea', 'modern', 'jihad', 'centuries-long', 'struggl', 'christian', 'state', 'secular']",2
3984,"['muslim', 'thinker', 'politician', 'historian', 'crusad', 'polit', 'establish', 'israel', '1948', 'right-w']",2
3985,"['propaganda', 'rhetor', 'justif', 'struggl', 'enemi']",2
3986,"['origin', 'mediev', 'understand', 'crusad', 'narrowli', 'focuss', 'interrel', 'text', 'gesta', 'francorum', 'possibl', 'date', '1099', 'gesta', 'rework']",2
3987,"['work', 'degre', 'martial', 'advocaci', 'success', 'failur', ""god'"", 'cleric', 'vernacular', 'adventur']",2
3988,"['1184', ""william'"", 'work', 'describ', 'warrior']",2
3989,[],2
3990,"['attitud', 'crusad', 'reform', 'confession', 'debat', 'ottoman', 'protest', 'martyrologist', 'john', 'fox', 'turk', '1566', 'blame', 'sin', 'cathol']",2
3991,"['faith', 'albigensian', 'waldensian', 'lutheran', 'scholar', 'matthew', 'dresser', '1536', '1607', 'crusad']",2
3992,"['idea', 'restor', 'holi', 'detest', 'superstit']",2
3993,[],2
3994,"['age', 'enlighten', 'philosopher-historian', 'hume', 'voltair', 'edward', 'gibbon', 'crusad', 'conceptu', 'tool', 'critiqu', 'religion', 'civilis', 'cultur', 'more']",2
3995,"['feudal', 'lord', 'by-product', 'criticis', 'centuri', 'crusad', 'unnecessarili', 'hostil', 'ignor', 'crusad']",2
3996,"['idea', 'crusad', 'import', 'nation', 'ident', 'evolv', 'scholarli', 'literatur', 'holi', 'war', 'neutral', 'german', 'kreuzzug', 'french', 'croisad']",2
3997,"['crusad', 'legitim', 'defenc', 'disproportion', 'threat', 'palestin', 'fanatic', 'superstit', 'william', 'robertson']",2
3998,"['italian', 'progress', 'elabor', 'work', 'influenc']",2
3999,"['2001', 'articl', 'historiographi', 'crusad', 'gile', 'constabl', 'attempt', 'categoris', 'meant', 'crusad', 'area', 'crusad', 'studi', 'traditionalist', 'han']",2
4000,"['jonathan', 'riley-smith', 'crusad', 'organis', 'popularist', 'paul', 'alphanderi', 'etienn', 'delaruel', 'focu']",2
4001,"['historian', 'thoma', 'f', 'madden', 'argu']",2
4002,[],2
4003,"['muslim', 'exhibit', 'crusad', 'middl', 'centuri', 'arabic-speak', 'syrian', 'christian', 'translat', 'french', 'arab', 'war', 'ifranj', 'frank', 'al-hurub']",2
4004,"['namık', 'kemal', 'modern', 'saladin', 'biographi', '1872', 'jerusalem', '1898', 'kaiser', 'wilhelm']",2
4005,"['hope', 'muslim', 'forc', 'triumph', 'enemi']",2
4006,"['william', 'c', '1028', '1', 'septemb', '1087', 'william', 'conqueror', 'william', 'bastard', 'b', 'norman', 'king', 'england', 'reign']",2
4007,"['duke', 'normandi', '1035', 'secur', 'normandi', '1060', 'struggl', 'establish', 'throne', 'launch']",2
4008,"['william', 'son', 'unmarri', 'robert', 'duke', 'normandi', 'mistress', 'herleva', 'illegitim', 'difficulti', 'succeed', 'father', 'anarchi', 'plagu', 'year']",2
4009,"['control', 'duke', '1047', 'william', 'quash', 'rebellion', 'establish', 'duchi', '1060', 'marriag']",2
4010,"['bishop', 'abbot', 'norman', 'church', 'consolid']",2
4011,"['1050', '1060', 'william', 'throne', 'england', 'held', 'childless', 'edward', 'confessor', 'potenti', 'claimant', 'power', 'english', 'earl', 'harold']",2
4012,"['januari', '1066', 'argu', 'edward', 'promis', 'throne', 'harold', 'sworn', 'william', 'built']",2
4013,"['octob', '1066', 'militari', 'effort', 'william']",2
4014,[],2
4015,"[""william'"", 'year', 'difficulti', 'continent', 'domain', 'troubl', 'son', 'robert', 'threaten', 'invas', 'england', 'dane', '1086', 'order', 'compil']",2
4016,"['current', 'holder', 'die', 'septemb', '1087', 'campaign', 'franc', 'buri', 'caen', 'reign']",2
4017,"['domain', 'empir', 'administ', 'land', 'death']",2
4018,"['norsemen', 'raid', 'normandi', '8th', 'centuri', 'scandinavian', 'settlement', 'occur', '911', 'rollo', 'vike', 'leader', 'king', 'charl', 'simpl']",2
4019,"['land', 'rouen', 'core', 'duchi', 'normandi', '3', 'normandi', 'base', 'scandinavian', 'attack']",2
4020,"['king', 'æthelr', 'unreadi', 'took', 'emma']",2
4021,"['danish', 'raid', 'england', 'æthelr', 'sought', 'richard', 'normandi', '1013', 'king', 'swein', 'denmark', 'drove', 'æthelr', 'england', ""swein'""]",2
4022,"['son', 'cnut', ""æthelred'"", 'return', 'æthelr', 'die', 'unexpectedli', '1016', 'cnut', 'king']",2
4023,"[""cnut'"", 'death', '1035', 'english', 'throne', 'fell', 'harold', 'harefoot', 'son', 'wife', 'harthacnut', 'son', 'emma', 'king', 'denmark']",2
4024,"['1036', 'perhap', 'harold', 'king', 'stori', 'implic', 'earl', 'godwin', 'wessex', ""alfred'""]",2
4025,"['death', '1040', 'half-broth', 'edward', 'harthacnut']",2
4026,"['william', 'born', '1027', '1028', 'falais', 'duchi', 'normandi', '1028', '1', 'son', 'robert', 'son', 'richard', 'ii', 'herleva']",2
4027,"['possibl', 'ducal', 'household', 'marri', 'robert', 'marri', 'herluin', 'de', 'contevil', 'son']",2
4028,"['brother', 'walter', 'william', 'robert', 'daughter']",2
4029,"['robert', 'succeed', 'brother', 'richard', 'iii', 'duke', 'august', '1027', '1', 'brother', 'odd', 'success', ""richard'"", 'death', 'robert']",2
4030,"['charg', 'normandi', 'unsettl', 'nobl', 'despoil', 'church', 'alan', 'iii', 'brittani', 'wage']",2
4031,"[""duke'"", 'robert', 'archbishop', 'rouen', 'origin']",2
4032,[],2
4033,"['indic', 'robert', 'betroth', 'daughter', 'king', 'cnut', 'marriag', 'took', 'unclear', 'william', 'ducal', 'success', 'robert', 'legitim', 'son']",2
4034,"['father', 'ducal', 'charter', 'appear', 'indic', 'william', ""robert'"", 'heir', '1034', 'duke']",2
4035,"['1035', 'assembl', 'norman', 'magnat', 'swear']",2
4036,"['william', 'face', 'duke', 'illegitim', 'birth', 'evid', 'indic', 'year', '17', 'h', 'great-uncl', 'archbishop', 'robert', 'king', 'henri']",2
4037,"['english', 'princ', 'attempt', 'return', 'england', '1036', 'show', ""duke'"", 'guardian', 'attempt']",2
4038,"['anarchi', 'duchi', '1047', 'control', 'duke', 'power', 'alan', 'brittani', 'custodi', 'duke', 'alan', 'die', '1039', 'octob', '1040']",2
4039,"['gilbert', 'month', 'guardian', 'turchetil', ""gilbert'"", 'death', 'guardian', 'osbern', 'slain', '1040']",2
4040,"['hous', 'peasant', 'stori', 'embellish', 'order']",2
4041,[],2
4042,"['king', 'henri', 'duke', '1046', 'oppon', 'william', 'came', 'rebellion', 'lower', 'normandi', 'led', 'guy', 'burgundi', 'nigel', 'viscount']",2
4043,"['legendari', 'element', 'attempt', 'seiz', 'william', 'valogn', 'escap', 'cover', 'seek', 'king']",2
4044,"['fight', 'record', 'william', 'poitier', 'battl']",2
4045,[],2
4046,[],2
4047,"[""william'"", 'effort', 'guy', 'burgundi', 'castl', 'brionn', 'william', 'besieg', 'effort', 'duke', 'succeed', 'exil', 'guy', '1050', 'power']",2
4048,"['join', 'king', 'henri', 'campaign', 'cooper', 'succeed', 'captur', 'angevin', 'fortress', 'geoffrey']",2
4049,"['normandi', 'fortress', 'alençon', 'domfront', ""bellême'""]",2
4050,[],2
4051,"['death', 'hugh', 'geoffrey', 'martel', 'william', 'king', 'henri', 'succeed', 'drive', 'geoffrey', 'counti', 'william', 'secur', 'bellêm', 'stronghold']",2
4052,"['compel', 'act', 'norman', '1052', 'king', 'geoffrey', 'martel', 'william', 'norman', 'nobl']",2
4053,"['william', 'militari', 'action', 'nobl', '1053']",2
4054,[],2
4055,"['william', 'met', 'invas', 'forc', 'group', 'led', 'face', 'henri', ""william'"", 'firm', 'robert', 'count', 'eu', 'walter', 'giffard']",2
4056,"['face', 'invad', 'forc', 'forc', 'defeat', 'invad', 'battl', 'mortem', 'invas', 'battl']",2
4057,"['conflict', 'french', 'king', 'count', 'anjou']",2
4058,[],2
4059,[],2
4060,"[""william'"", 'favour', 'marriag', 'matilda', 'flander', 'daughter', 'count', 'baldwin', 'v', 'flander', 'union', '1049', 'pope', 'leo', 'ix']",2
4061,"['1049', 'marriag', 'nevertheless', 'ahead', '1050', 'possibl', 'unsanct', 'pope', 'sourc', 'papal']",2
4062,"['incid', 'probabl', 'secur', 'earlier', 'papal']",2
4063,[],2
4064,"['authent', 'portrait', 'william', 'found', 'depict', 'bayeux', 'tapestri', 'seal', 'coin', 'convent', 'assert', 'written', 'descript', 'burli', 'robust']",2
4065,"['other', 'stamina', 'geoffrey', 'martel', 'describ', 'fighter', 'horseman', ""william'"", 'femur', 'bone']",2
4066,"['record', 'tutor', 'william', '1030', '1040', 'literari', 'unclear', 'patron', 'evid', 'sponsor', 'intellectu', 'order', 'vitali', 'record', 'william']",2
4067,"['appear', 'hunt', 'marriag', 'matilda', 'appear', 'affection', 'sign', 'unfaith', 'mediev', 'monarch']",2
4068,"['norman', 'govern', 'william', 'similar', 'govern', 'earlier', 'duke', 'simpl', 'administr', 'built', 'ducal', 'household', 'group', 'offic', 'steward']",2
4069,"['charter', 'revenu', '55', 'incom', 'came', 'ducal', 'land', 'toll', 'tax', 'incom']",2
4070,"['william', 'cultiv', 'church', 'duchi', 'took', 'church', 'council', 'appoint', 'norman', 'episcop', 'appoint', 'mauriliu', 'archbishop', 'rouen', 'import']",2
4071,"['bayeux', '1049', '1050', 'clergi', 'advic', 'lanfranc', 'non-norman', ""william'"", 'ecclesiast', 'advisor']",2
4072,"['least', 'monast', 'hous', ""william'"", 'monasteri']",2
4073,"['1051', 'childless', 'king', 'edward', 'england', 'appear', 'william', 'successor', '58', 'william', 'grandson', ""edward'"", 'matern', 'richard', 'ii']",2
4074,"['anglo-saxon', 'chronicl', 'state', 'william', 'england', '1051', 'perhap', 'secur', 'success', 'perhap', 'william', 'attempt', 'secur', 'aid', 'troubl']",2
4075,"[""edward'"", 'william', 'godwin', 'earl', 'wessex', 'power', 'england', 'edward', 'marri', 'edith']",2
4076,"['sour', 'culmin', 'crisi', '1051', 'led']",2
4077,[],2
4078,[],2
4079,[],2
4080,"['count', 'herbert', 'ii', 'die', '1062', 'william', 'betroth', 'eldest', 'son', 'robert', ""herbert'"", 'sister', 'margaret', 'counti', 'son']",2
4081,"['secur', 'control', 'area', '64', 'william', 'appoint', 'norman', 'bishopr', 'le', '1065']",2
4082,"['brittani', 'insecur', '1064', 'william', 'invad']",2
4083,[],2
4084,"['england', 'earl', 'godwin', 'die', '1053', 'son', 'power', 'harold', 'succeed', ""father'"", 'earldom', 'son', 'tostig', 'earl', 'northumbria']",2
4085,"['anglia', '1057', 'leofwin', 'earl', 'kent', '1055', '1057', 'sourc', 'harold', 'took']",2
4086,"['english', 'sourc', 'unclear', 'occur', 'norman']",2
4087,[],2
4088,"['1065', 'northumbria', 'revolt', 'tostig', 'rebel', 'morcar', 'brother', 'edwin', 'earl', 'mercia', 'earl', 'tostig', 'harold', 'perhap', 'secur']",2
4089,"['persuad', 'king', 'edward', 'tostig', 'morcar', 'tostig', 'exil', 'flander', 'wife', 'judith']",2
4090,"['unclear', 'exactli', ""edward'"", 'deathb', 'stori']",2
4091,[],2
4092,[],2
4093,"['harold', 'crown', 'januari', '1066', ""edward'"", 'norman-styl', 'westminst', 'abbey', 'controversi', 'english', 'sourc', 'ealdr', 'archbishop', 'york', 'norman']",2
4094,"['archbishop', 'papaci', ""harold'"", 'throne', 'secur', 'claimant', 'perhap', 'exil', 'brother', 'tostig']",2
4095,"['1040', 'magnu', 'harthacnut', 'die', 'heir']",2
4096,"[""harold'"", 'brother', 'tostig', 'probe', 'attack', 'southern', 'coast', 'england', '1066', 'land', 'wight', 'fleet', 'baldwin', 'flander', 'tostig']",2
4097,"['met', 'success', 'scotland', 'norman', 'writer', 'william', 'jumièg', 'william', 'sent', 'embassi']",2
4098,"['assembl', 'armi', 'fleet', ""william'"", 'anticip']",2
4099,"['william', 'poitier', 'describ', 'council', 'duke', 'william', 'writer', 'account', 'debat', 'took', ""william'"", 'nobl', 'risk', 'invas', 'england']",2
4100,"['duke', 'establish', 'control', 'nobl', 'assembl', 'anxiou', 'secur', 'reward', 'conquest', 'england']",2
4101,"['chronicl', 'duke', 'secur', 'henri', 'iv']",2
4102,[],2
4103,[],2
4104,"['summer', 'william', 'assembl', 'armi', 'invas', 'fleet', 'normandi', 'william', ""jumièges'"", 'ducal', 'fleet', '3,000', 'ship', 'probabl', 'built']",2
4105,"['disagre', 'fleet', 'built', 'poitier', 'state', 'construct', 'mouth', 'dive', 'jumièg', 'state']",2
4106,"['normandi', 'mercenari', 'alli', 'volunt', 'brittani']",2
4107,[],2
4108,[],2
4109,"['tostig', 'godwinson', 'harald', 'hardrada', 'invad', 'northumbria', 'septemb', '1066', 'defeat', 'forc', 'morcar', 'edwin', 'battl', 'fulford', 'york']",2
4110,"['march', 'defeat', 'invad', 'tostig', 'hardrada', '25', 'septemb', 'battl', 'stamford', 'bridg']",2
4111,"['hast', 'built', 'castl', 'base', 'oper']",2
4112,"['defeat', 'harald', 'hardrada', 'tostig', 'harold', 'armi', 'morcar', 'edwin', 'march', 'threaten', 'norman', 'invas', '0', 'probabl', ""william'""]",2
4113,"['week', 'march', 'averag', 'day', '1', 'distanc', '320', 'harold', 'attempt', 'surpris']",2
4114,"['sourc', 'william', 'led', 'armi', 'castl']",2
4115,[],2
4116,"['battl', 'octob', 'day', 'outlin', 'contradictori', 'account', 'sourc', 'william', 'cavalri', 'infantri', 'harold', 'soldier', 'english', 'soldier', 'form']",2
4117,"['casualti', ""william'"", 'breton', 'troop', 'panick', 'fled', 'english', 'troop', 'appear', 'flee']",2
4118,"['duke', 'william', 'succeed', 'ralli', 'troop']",2
4119,[],2
4120,[],2
4121,"[""harold'"", 'identifi', 'day', 'battl', 'armour', 'english', ""harold'"", 'brother', 'housecarl', 'battlefield', 'gytha', ""harold'"", 'offer', 'victori', 'duke']",2
4122,"['william', 'order', 'sea', 'took', 'unclear', 'waltham', 'abbey', 'found', 'harold', 'secretli']",2
4123,"['william', 'hope', 'english', 'surrend', 'victori', 'english', 'clergi', 'magnat', 'edgar', 'æthele', 'king', 'edgar', 'lukewarm', 'wait', 'william']",2
4124,"['forc', 'captur', 'winchest', 'royal', 'treasuri', 'captur', 'secur', ""william'"", 'rear', 'area']",2
4125,"['wallingford', 'decemb', 'stigand', 'submit', 'william']",2
4126,[],2
4127,"['william', 'england', 'coron', 'tri', 'reconcil', 'nativ', 'magnat', 'earl', 'edwin', 'mercia', 'morcar', 'northumbria', 'waltheof', 'northampton', 'land']",2
4128,"['daughter', 'adelaid', 'marriag', 'edwin', ""william'"", 'daughter', 'edgar', 'æthele', 'appear', 'land']",2
4129,"['land', 'other', 'fought', 'william', 'hast']",2
4130,[],2
4131,[],2
4132,[],2
4133,"['william', 'normandi', 'former', 'alli', 'eustac', 'count', 'boulogn', 'invad', 'dover', 'repuls', 'english', 'resist', 'eadric', 'wild', 'attack']",2
4134,"['focu', 'resist', 'fitzosbern', 'odo', 'found', 'control', 'nativ', 'undertook', 'programm', 'castl']",2
4135,"['day', 'fell', 'william', 'built', 'castl']",2
4136,[],2
4137,"['1068', 'edwin', 'morcar', 'revolt', 'gospatr', 'earl', 'northumbria', 'chronicl', 'order', 'vitali', 'state', ""edwin'"", 'revolt', 'marriag', ""william'""]",2
4138,"['affect', ""edwin'"", 'power', 'earldom', 'king', 'march', ""edwin'"", 'land', 'built', 'warwick']",2
4139,"['southbound', 'journey', 'construct', 'lincoln', 'huntingdon']",2
4140,[],2
4141,"['1069', 'edgar', 'æthele', 'revolt', 'attack', 'york', 'william', 'return', 'york', 'built', 'castl', 'edgar', 'free', 'autumn', 'join']",2
4142,"['fleet', 'england', 'attack', 'york', 'exet', 'shrewsburi', 'york', 'captur', 'forc', 'edgar']",2
4143,"['crown', 'york', 'christma', 'day', '1069']",2
4144,[],2
4145,[],2
4146,"['winchest', '1070', 'william', 'met', 'papal', 'legat', 'john', 'minutu', 'peter', 'ermenfrid', 'sion', 'sent', 'pope', 'legat', 'crown']",2
4147,"['coron', 'papal', 'seal', 'approv', ""william'"", 'conquest', 'legat', 'king', 'ecclesiast', 'council']",2
4148,"['bishopr', 'nativ', 'abbot', 'depos', 'council']",2
4149,[],2
4150,[],2
4151,[],2
4152,[],2
4153,"['sweyn', 'promis', 'england', 'return', '1070', 'raid', 'humber', 'anglia', 'eli', 'join', 'hereward', 'wake', 'thegn', ""hereward'"", 'forc']",2
4154,"['william', 'secur', 'departur', 'sweyn', 'fleet', '1070', 'return', 'contin', 'troubl', 'le']",2
4155,"['success', 'crisi', 'widow', 'richild', 'rule']",2
4156,[],2
4157,[],2
4158,"['1071', 'william', 'defeat', 'rebellion', 'earl', 'edwin', 'betray', 'william', 'built', 'causeway', 'subdu', 'eli', 'hereward', 'wake', 'morcar']",2
4159,"['depriv', 'earldom', 'imprison', '1072', 'william', 'invad', 'scotland', 'defeat', 'malcolm', 'recent']",2
4160,"['son', 'duncan', 'hostag', 'peac', 'perhap']",2
4161,[],2
4162,[],2
4163,[],2
4164,"['william', 'return', 'england', 'armi', 'servic', '1073', 'return', 'normandi', '1074', 'england', 'richard', 'fitzgilbert', 'william', 'de', 'warenn']",2
4165,"['felt', 'control', 'kingdom', 'secur', 'william', 'normandi', 'edgar', 'æthele', 'return', 'scotland']",2
4166,"['edgar', 'strateg', 'william', '110', 'edgar']",2
4167,[],2
4168,"['1075', ""william'"", 'ralph', 'de', 'gael', 'earl', 'norfolk', 'roger', 'de', 'breteuil', 'earl', 'hereford', 'conspir', 'overthrow', 'william']",2
4169,"['1066', 'brittani', 'land', 'roger', 'norman', 'son', 'william', 'fitzosbern', 'inherit', 'father']",2
4170,"['rebellion', 'unclear', 'launch', 'wed', 'ralph', 'roger', 'held', 'exn', 'suffolk', 'waltheof', 'earl', 'northumbria', ""william'"", 'favourit', 'breton']",2
4171,"['ralph', 'request', 'danish', 'aid', 'william', 'normandi', 'england', 'subdu', 'revolt', 'roger']",2
4172,"['bottl', 'norwich', 'castl', 'effort', 'odo']",2
4173,[],2
4174,[],2
4175,[],2
4176,[],2
4177,"['earl', 'ralph', 'secur', 'control', 'castl', 'dol', 'septemb', '1076', 'william', 'brittani', 'sieg', 'castl', 'king', 'philip', 'franc']",2
4178,"['forc', 'normandi', ""william'"", 'defeat', 'battl', 'angevin', 'attack', 'defeat', '1076', '1077']",2
4179,"['count', 'amien', 'monasteri', 'monk', 'counti']",2
4180,[],2
4181,"['1077', '1078', 'troubl', 'william', 'eldest', 'son', 'robert', 'order', 'vitali', 'describ', 'quarrel', 'robert', 'brother', 'william', 'henri']",2
4182,"['water', 'robert', 'robert', 'feel', 'powerless', 'order', 'demand', 'control', 'normandi', 'rebuf']",2
4183,"['william', 'de', 'breteuil', 'roger', 'son']",2
4184,[],2
4185,[],2
4186,[],2
4187,[],2
4188,"['word', ""william'"", 'defeat', 'gerberoi', 'stir', 'difficulti', 'england', 'august', 'septemb', '1079', 'king', 'malcolm', 'scot', 'raid', 'tweed']",2
4189,"['norman', 'appear', 'northumbrian', 'restiv', '1080', 'rebel', 'rule', 'william', 'walcher', 'bishop']",2
4190,"['william', 'depart', 'normandi', 'juli', '1080']",2
4191,[],2
4192,[],2
4193,[],2
4194,[],2
4195,"['sourc', ""william'"", 'action', '1082', '1084', 'meagr', 'historian', 'bate', 'probabl', 'william', 'contin', 'anglo-saxon', 'chronicl', 'record', '1082']",2
4196,"['unclear', 'record', 'quarrel', 'half-broth', 'order', 'vitali', 'record', 'odo', 'aspir', 'pope']",2
4197,"['itali', 'tamper', ""king'"", 'vassal', 'william']",2
4198,[],2
4199,"['rebellion', 'hubert', 'de', 'beaumont-au-main', 'probabl', '1084', 'hubert', 'besieg', 'castl', 'sainte-suzann', ""william'"", 'forc', 'least', 'year', 'peac']",2
4200,"['1084', '1085', 'unclear', 'normandi', 'easter', '1084', 'england', 'danegeld', 'assess', 'year']",2
4201,"['alert', '1085', '1086', 'invas', 'threat']",2
4202,"['effort', 'secur', 'england', 'william', 'order', 'castl', 'mott', 'built', 'tower', 'white', 'tower', 'norman', 'safeti', 'threaten', 'rebellion']",2
