,Texto,Clase,Clase1,Clase2,Clase3,Clase4,Clase5
1204,"['jew', 'suffer', 'persecut', 'group', 'probabl', 'empower', 'middl', 'age', 'women', 'social', 'period', 'possibl', 'women', 'religion', '3']",2,449.0,590.0,346.0,374.0,925.0
1205,"['14th', 'centuri', 'europ', 'steadili', 'urbanis', '4', 'decim', 'death', 'urban', 'area', 'govern', 'ensur', 'growth', '1500', 'venic']",2,378.0,706.0,462.0,423.0,412.0
1206,"['battl', 'courtrai', '1302', 'bannockburn', '1314', 'morgarten', '1315', 'territori', 'princ', 'europ', 'militari', 'feudal', 'cavalri', 'lost', 'infantri']",2,319.0,535.0,357.0,445.0,146.0
1207,"['took', 'recruit', 'composit', 'armi', 'nation', 'feudal', 'levi', 'gradual', 'paid', 'troop', 'domest', 'retinu', 'foreign', 'mercenari', 'practic']",2,296.0,399.0,290.0,505.0,171.0
1208,"['militari', 'constantli', 'elabor', 'chivalr', 'warrior', 'class', 'new-found', 'etho', 'militari', 'aristocraci', 'gradual', 'detach', 'militari', 'origin', 'chivalri']",2,404.0,423.0,278.0,425.0,138.0
1209,"['french', ""crown'"", 'papaci', 'culmin', 'transfer', 'holi', 'avignon', '1309', 'pope', 'return', 'rome', '1377', 'led', 'elect', 'pope']",2,305.0,579.0,561.0,501.0,62.0
1210,"['council', 'constanc', '1414', '1418', 'papaci', 'unit', 'rome', 'uniti', 'church', 'hundr', 'year', 'papaci', 'experi', 'materi', 'schism']",2,368.0,387.0,292.0,355.0,388.0
1211,"['tradit', 'period', 'middl', 'age', 'uniti', 'church', 'protest', 'reform', 'characterist', 'mediev', 'period', 'cathol', 'church', 'fought', 'heret']",2,396.0,858.0,603.0,371.0,837.0
1212,"['marriag', 'richard', 'ii', 'england', 'ann', 'bohemia', 'establish', 'contact', 'nation', 'lollard', 'idea', 'homeland', 'teach', 'czech', 'priest']",2,236.0,444.0,450.0,285.0,116.0
1213,"['martin', 'luther', 'german', 'monk', 'german', 'reform', 'post', 'these', 'castl', 'church', 'wittenberg', 'octob', '1517', 'provoc', 'spur']",2,58.0,355.0,222.0,581.0,45.0
1214,"['secular', 'ruler', 'protest', 'reform', 'welcom', 'opportun', 'influenc', 'cathol', 'church', 'met', 'reform', 'movement', 'cathol', 'reform', 'counter-reform']",2,170.0,418.0,517.0,358.0,40.0
1215,"['posit', 'ottoman', 'empir', 'mediterranean', 'impedi', 'trade', 'christian', 'nation', 'portugues', 'spanish', 'explor', 'found', 'trade', 'rout', 'africa']",2,516.0,822.0,1037.0,468.0,473.0
1216,"['english', 'wool', 'raw', 'wool', 'cloth', 'loss', 'cloth', 'manufactur', 'low', 'countri', 'baltic', 'sea', 'hanseat', 'leagu', 'power']",2,254.0,407.0,329.0,332.0,204.0
1217,"['13th', '14th', 'centuri', 'took', 'itali', 'partli', 'empir', 'historian', 'commerci', 'revolut', 'period', 'form', 'partnership', 'issu', 'insur']",2,624.0,1036.0,586.0,555.0,477.0
1218,"['financi', 'trade', 'right', 'jealous', 'guard', 'commerci', 'power', 'guild', 'nation', 'compani', 'grant', 'monopoli', 'trade', 'english', 'wool']",2,361.0,497.0,499.0,431.0,193.0
1219,"['demograph', 'crisi', '14th', 'centuri', 'product', 'vigor', 'histor', 'debat', 'older', 'orthodoxi', 'held', 'artist', 'output', 'renaiss', 'opul']",2,272.0,510.0,423.0,169.0,216.0
1220,"['14th', 'centuri', 'predomin', 'trend', 'scholastic', 'humanist', 'movement', 'attempt', 'revitalis', 'classic', 'languag', 'movement', 'led', 'scienc', 'art']",2,421.0,657.0,478.0,302.0,288.0
1221,"['scienc', 'classic', 'aristotl', 'antiqu', 'art', 'human', 'took', 'form', 'renaiss', '15th', 'centuri', 'renaiss', 'localis', 'state', 'itali']",2,503.0,783.0,731.0,398.0,688.0
1222,"['predomin', 'thought', '13th', 'centuri', 'thomist', 'reconcili', 'teach', 'aristotl', 'christian', 'theolog', 'condemn', '1277', 'enact', 'pari', 'idea']",2,256.0,623.0,271.0,158.0,134.0
1223,"['liber', 'scientif', 'dogmat', 'restraint', 'aristotelian', 'scienc', 'pave', 'theori', 'motion', 'scholar', 'jean', 'buridan', 'nicol', 'oresm', 'oxford']",2,73.0,114.0,198.0,93.0,89.0
1224,"['technolog', 'invent', 'period', 'arab', 'chines', 'origin', 'european', 'influenc', 'polit', 'social', 'gunpowd', 'print', 'press', 'compass', 'introduct']",2,384.0,514.0,511.0,385.0,513.0
1225,"['precursor', 'renaiss', 'art', '14th', 'centuri', 'work', 'giotto', 'giotto', 'painter', 'antiqu', 'attempt', 'three-dimension', 'endow', 'true', 'human']",2,334.0,533.0,531.0,148.0,613.0
1226,"['period', 'import', 'linear', 'found', 'work', 'masaccio', 'describ', 'brunelleschi', 'realism', 'achiev', 'scientif', 'studi', 'anatomi', 'champion', 'artist']",2,413.0,434.0,454.0,181.0,621.0
1227,"['idea', 'italian', 'renaiss', 'europ', 'import', 'artist', 'low', 'countri', 'inventor', 'oil', 'paint', 'jan', 'van', 'eyck', 'champion']",2,179.0,347.0,503.0,292.0,286.0
1228,"['european', 'countri', 'gothic', 'architectur', 'norm', 'gothic', 'cathedr', 'elabor', 'itali', 'architectur', 'took', 'direct', 'classic', 'crown', 'work']",2,255.0,444.0,485.0,307.0,221.0
1229,"['import', 'mediev', 'literatur', 'ascend', 'vernacular', 'languag', 'vernacular', 'england', '8th', 'centuri', 'franc', '11th', 'centuri', 'genr', 'chanson']",2,516.0,1173.0,673.0,258.0,231.0
1230,"['dant', ""alighieri'"", 'comedi', 'written', '14th', 'centuri', 'merg', 'mediev', 'classic', 'promot', 'italian', 'languag', 'boccaccio', 'decameron', 'applic']",2,353.0,589.0,299.0,139.0,147.0
1231,"['literari', 'style', 'rapidli', 'franc', 'influenc', 'writer', 'eustach', 'deschamp', 'guillaum', 'de', 'machaut', 'england', 'geoffrey', 'chaucer', 'establish']",2,174.0,459.0,576.0,345.0,140.0
1232,"['music', 'import', 'secular', 'cultur', 'quadrivium', 'liber', 'art', '13th', 'centuri', 'sacr', 'music', 'form', 'motet', 'composit', 'text']",2,514.0,683.0,373.0,186.0,497.0
1233,"['style', 'refer', 'ar', 'nova', 'ar', 'antiqua', 'philipp', 'de', 'vitri', 'guillaum', 'de', 'machaut', 'itali', 'provenç', 'troubadour']",2,115.0,300.0,402.0,214.0,127.0
1234,"['british', 'produc', 'middl', 'age', 'vernacular', 'mysteri', 'written', 'cycl', 'york', 'chester', 'wakefield', 'unknown', 'larger', 'surviv', 'franc']",2,251.0,476.0,421.0,387.0,520.0
1235,"['distinct', 'form', '1400', '1550', 'exampl', 'castl', 'persever', 'depict', ""mankind'"", 'progress', 'birth', 'death', 'everyman', 'everyman', 'receiv']",2,213.0,279.0,225.0,140.0,244.0
1236,"['middl', 'age', 'actor', 'appear', 'england', 'europ', 'richard', 'iii', 'henri', 'vii', 'compani', 'actor', ""nobleman'"", 'audienc', 'screen']",2,207.0,699.0,526.0,178.0,542.0
1237,"['mediev', 'drama', 'came', 'power', 'cathol', 'church', 'protest', 'reform', 'countri', 'elizabeth', 'forbid', '1558', 'cycl', 'silenc', '1580']",2,227.0,431.0,598.0,389.0,76.0
1238,"['middl', 'age', 'period', 'renaiss', 'unevenli', 'continent', 'europ', 'southern', 'european', 'intellectu', 'renaiss', 'bridg', 'middl', 'age', 'modern']",2,441.0,899.0,830.0,316.0,1255.0
1239,"['15th', 'centuri', 'ottoman', 'empir', 'southeastern', 'europ', 'conquer', 'byzantin', 'empir', 'control', 'balkan', 'state', 'hungari', 'bastion', 'latin']",2,716.0,1556.0,799.0,616.0,300.0
1240,"['hunyadi', 'succeed', 'sieg', 'belgrad', '1456', 'ottoman', 'biggest', 'victori', 'empir', 'battl', 'crusad', 'muslim', 'peasant', 'franciscan', 'friar']",2,303.0,766.0,450.0,330.0,45.0
1241,"['king', 'matthia', 'corvinu', 'hungari', '1458', '1490', 'period', 'direct', 'campaign', 'conquer', 'bohemia', ""pope'"", 'hussit', 'protest', 'polit']",2,434.0,656.0,589.0,337.0,292.0
1242,"['middl', 'age', 'mediev', 'period', 'period', 'european', '1000', '1250', 'ad', 'middl', 'age', 'preced', 'middl', 'age', 'middl']",2,629.0,1113.0,649.0,272.0,1574.0
1243,"['key', 'histor', 'trend', 'middl', 'age', 'rapidli', 'europ', 'social', 'polit', 'preced', 'renaiss', '12th', 'centuri', 'rural', 'exodu']",2,443.0,899.0,597.0,353.0,621.0
1244,"['780', 'citat', 'europ', 'barbarian', 'invas', 'social', 'polit', 'organ', '3', 'carolingian', 'renaiss', 'scientif', 'philosoph', 'europ', 'oper']",2,279.0,570.0,525.0,502.0,419.0
1245,"['11th', 'centuri', 'settlement', 'land', 'area', 'revert', 'wilder', 'roman', 'empir', 'historian', 'charl', 'higounet', 'clearanc', '4', 'european']",2,928.0,1176.0,730.0,344.0,389.0
1246,"['middl', 'age', 'produc', 'form', 'intellectu', 'artist', 'work', 'age', 'ethnocentr', 'evolv', 'modern', 'nation', 'europ', 'ascent', 'italian']",2,411.0,738.0,567.0,421.0,1074.0
1247,"['england', 'norman', 'conquest', '1066', 'kingdom', 'rule', 'francophon', 'nobil', 'norman', 'invad', 'ireland', 'forc', '1169', 'establish', 'countri']",2,388.0,890.0,478.0,493.0,110.0
1248,"['iberian', 'peninsula', 'moor', '711', 'northernmost', 'christian', 'state', '11th', 'centuri', 'thirteenth', 'christian', 'kingdom', 'gradual', 'drove', 'muslim']",2,392.0,1126.0,362.0,324.0,164.0
1249,"['mid-tenth', '11th', 'centuri', 'scandinavian', 'kingdom', 'christian', 'vike', 'raid', 'european', 'polit', 'king', 'cnut', 'denmark', 'rule', 'england']",2,553.0,1463.0,756.0,323.0,183.0
1250,"['middl', 'age', 'carolingian', 'empir', 'successor', 'kingdom', 'franc', 'germani', 'modern', 'boundari', 'germani', 'banner', 'holi', 'roman', 'empir']",2,990.0,1290.0,702.0,752.0,628.0
1251,"['success', 'reign', 'king', 'iv', 'georgia', '1089', '1125', 'kingdom', 'georgia', 'expel', 'seljuk', 'empir', 'land', ""david'"", 'decis']",2,531.0,901.0,605.0,269.0,130.0
1252,"['middl', 'age', 'kingdom', 'hungari', 'found', '1000', 'power', 'mediev', 'state', 'europ', 'europ', 'king', 'saint', 'stephen', 'hungari']",2,625.0,1203.0,835.0,671.0,773.0
1253,"['monarch', 'kept', 'rome', 'saint', 'ladislau', 'hungari', 'toler', 'attitud', 'pagan', 'escap', 'kingdom', 'search', 'sanctuari', 'exampl', 'cuman']",2,327.0,316.0,241.0,148.0,114.0
1254,"['middl', 'age', 'lithuania', 'kingdom', 'lithuania', 'assassin', 'christian', 'king', 'mindauga', 'lithuania', 'grand', 'duchi', 'lithuania', 'unconqu', 'lithuanian']",2,352.0,796.0,424.0,199.0,349.0
1255,"['middl', 'age', 'poland', 'kingdom', 'decid', 'bond', 'grand', 'duchi', 'lithuania', 'union', 'krewo', 'treati', 'person', 'union', '1569']",2,225.0,473.0,378.0,423.0,375.0
1256,"['middl', 'age', 'slavic', 'state', 'kievan', 'ru', 'cumania', 'mongol', 'invas', '13th', 'centuri', 'impact', 'europ', 'countri', 'invad']",2,413.0,993.0,504.0,533.0,538.0
1257,"['period', 'c', '1025', '1185', 'byzantin', 'empir', 'balkan', 'komnenian', 'emperor', 'reviv', 'urban', 'southeastern', 'europ', 'came', 'success']",2,486.0,1035.0,456.0,346.0,534.0
1258,"['mediev', 'warm', 'period', 'period', '10th', 'centuri', '14th', 'centuri', 'europ', 'warm', 'gentl', 'interv', 'colder', 'ice', 'age']",2,636.0,1274.0,630.0,272.0,1012.0
1259,"['household', 'cavalri', 'knight', '11th', 'centuri', 'europ', 'tournament', 'invent', 'capit', 'invest', 'hors', 'armor', 'barrier', 'knighthood', 'serf']",2,302.0,613.0,318.0,190.0,218.0
1260,"['schism', '1054', 'christian', 'church', 'roman', 'catholic', 'europ', 'orthodoxi', 'occur', 'pope', 'leo', 'ix', 'patriarch', 'michael', 'excommun']",2,490.0,739.0,302.0,204.0,166.0
1261,"['crusad', 'occur', '11th', '13th', 'centuri', 'papal', 'reestablish', 'christian', 'rule', 'holi', 'land', 'area', 'muslim', 'fatimid', 'caliph']",2,358.0,1218.0,405.0,220.0,257.0
1262,"['knight', 'templar', 'christian', 'militari', 'order', 'found', 'crusad', 'christian', 'pilgrim', 'hostil', 'highway', 'bandit', 'order', 'deepli', '1307']",2,325.0,806.0,256.0,309.0,199.0
1263,"['knight', 'hospital', 'origin', 'christian', 'organ', 'found', 'jerusalem', '1080', 'care', 'poor', 'injur', 'pilgrim', 'holi', 'land', 'jerusalem']",2,300.0,618.0,279.0,179.0,298.0
1264,"['teuton', 'knight', 'german', 'order', 'form', '1190', 'acr', 'aid', 'christian', 'pilgrim', 'holi', 'land', 'oper', 'hospit', 'injur']",2,232.0,623.0,266.0,438.0,157.0
1265,"['christian', 'influenc', 'anselm', 'canterburi', '1033', '1109', 'rediscoveri', 'work', 'aristotl', 'indirectli', 'mediev', 'jewish', 'muslim', 'philosophi', 'maimonid']",2,189.0,524.0,221.0,95.0,71.0
1266,"['christian', 'heresi', 'europ', '11th', 'centuri', 'rogu', 'priest', 'return', 'pagan', 'tradit', '11th', 'centuri', 'mass-mov', 'heresi', 'appear']",2,503.0,1222.0,520.0,237.0,373.0
1267,"['cathar', 'movement', 'gnostic', 'element', 'origin', 'middl', '10th', 'centuri', 'brand', 'roman', 'cathol', 'church', 'heret', 'europ', 'origin']",2,755.0,995.0,550.0,310.0,405.0
1268,"['name', 'cathar', 'greek', 'katharo', 'pure', 'record', 'eckbert', 'von', 'schönau', 'wrote', 'heret', 'cologn', '1181', 'ho', 'nostra']",2,303.0,224.0,147.0,61.0,134.0
1269,"['cathar', 'albigensian', 'name', 'origin', '12th', 'centuri', 'chronicl', 'geoffroy', 'du', 'breuil', 'vigeoi', '1181', 'name', 'refer', 'southern']",2,411.0,708.0,354.0,121.0,317.0
1270,"['peter', 'waldo', 'lyon', 'merchant', 'rich', '1175', 'experi', 'preacher', 'found', 'waldensian', 'christian', 'sect', 'practic', 'scriptur', 'waldo']",2,199.0,344.0,163.0,69.0,220.0
1271,"['waldensian', 'forerunn', 'protest', 'reform', 'melt', 'protestant', 'outbreak', 'reform', 'wider', 'reform', 'tradit', 'john', 'calvin', 'theolog', 'successor']",2,134.0,290.0,332.0,207.0,95.0
1272,"['europ', 'hanseat', 'leagu', 'feder', 'free', 'trade', 'sea', 'found', '12th', 'centuri', 'lübeck', 'leagu', '1158', '1159', 'holi']",2,382.0,763.0,514.0,243.0,431.0
1273,"['13th', 'centuri', 'venetian', 'explor', 'name', 'marco', 'polo', 'european', 'silk', 'china', 'polo', 'document', 'il', 'milion', 'christian']",2,303.0,716.0,528.0,176.0,208.0
1274,"['philosoph', 'scientif', 'teach', 'middl', 'age', 'base', 'copi', 'commentari', 'ancient', 'greek', 'text', 'europ', 'collaps', 'roman', 'empir']",2,1100.0,964.0,524.0,261.0,585.0
1275,"['renaiss', '12th', 'centuri', 'intellectu', 'revit', 'europ', 'birth', 'mediev', 'contact', 'islam', 'spain', 'sicili', 'reconquista', 'byzantin', 'muslim']",2,267.0,1118.0,602.0,206.0,236.0
1276,"['13th', 'centuri', 'latin', 'translat', 'work', 'intellectu', 'crucial', 'ancient', 'transfer', 'scientif', 'idea', 'monasteri', 'natur', 'scienc', 'contain']",2,501.0,634.0,508.0,202.0,328.0
1277,"['12th', '13th', 'centuri', 'europ', 'radic', 'rate', 'invent', 'manag', 'tradit', 'product', 'growth', 'centuri', 'invent', 'thousand', 'year']",2,557.0,1070.0,626.0,349.0,720.0
1278,"['gothic', 'architectur', 'supersed', 'romanesqu', 'style', 'fli', 'buttress', 'gothic', 'arch', 'rib', 'vault', 'influenc', 'background', 'essenc', 'horizont']",2,111.0,165.0,109.0,57.0,59.0
1279,"['varieti', 'cultur', 'influenc', 'literatur', 'middl', 'age', 'christian', 'connect', 'christian', 'latin', 'literatur', 'influenc', 'vernacular', 'languag', 'literari']",2,584.0,962.0,355.0,166.0,672.0
1280,"['despit', 'polit', '12th', '13th', 'centuri', 'byzantin', 'scholarli', 'tradit', 'period', 'philosoph', '11th', 'centuri', 'michael', 'psello', 'reinvigor']",2,590.0,1244.0,532.0,303.0,451.0
1281,"['southern', 'franc', 'birth', 'occitan', 'literatur', 'best', 'troubadour', 'sang', 'courtli', 'love', 'element', 'latin', 'literatur', 'arab-influenc', 'spain']",2,184.0,350.0,444.0,278.0,160.0
1282,"['surviv', 'music', 'middl', 'age', 'natur', 'music', 'notat', 'institut', 'applic', 'notat', 'secular', 'music', 'period', 'gregorian', 'chant']",2,309.0,521.0,317.0,165.0,677.0
1283,"['12th', '13th', 'centuri', 'gregorian', 'plainchant', 'birth', 'polyphoni', 'appear', 'work', 'french', 'notr', 'dame', 'léonin', 'pérotin', 'evolv']",2,269.0,627.0,464.0,345.0,269.0
1284,"['secular', 'movement', 'troubadour', 'occitania', 'southern', 'franc', '11th', 'centuri', 'troubadour', 'itiner', 'came', 'class', 'wrote', 'varieti', 'topic']",2,301.0,640.0,445.0,329.0,220.0
1285,"['polit', 'middl', 'age', 'led', 'guild', 'growth', 'theatr', 'middl', 'age', 'trade', 'guild', 'base', 'biblic', 'stori', 'referenc']",2,460.0,747.0,494.0,338.0,804.0
1286,"['secular', 'middl', 'age', 'earliest', 'greenwood', 'adam', 'de', '1276', 'contain', 'satir', 'scene', 'folk', 'materi', 'faeri', 'supernatur']",2,193.0,343.0,293.0,137.0,508.0
1287,"['mediev', 'lombard', 'historian', 'paul', 'deacon', 'wrote', 'lombard', 'written', '787', '796', 'lombard', 'descend', 'tribe', 'winnili', 'dwelt']",2,164.0,638.0,124.0,96.0,83.0
1288,"['victori', 'alboin', 'decid', 'itali', 'depopul', 'gothic', 'war', '535', '554', 'byzantin', 'empir', 'ostrogoth', 'kingdom', 'goth', 'vandal']",2,459.0,882.0,480.0,707.0,77.0
1289,"['tradit', 'lombard', 'winnili', 'victori', 'vandal', '1st', 'centuri', 'name', 'lombard', 'name', 'winnili', 'translat', 'wolv', 'proto-german', 'wulfaz']",2,409.0,868.0,372.0,133.0,231.0
1290,"['legendari', 'account', 'lombard', 'origin', 'practic', 'historia', 'langobardorum', 'lombard', 'paul', 'deacon', 'written', '8th', 'centuri', ""paul'"", 'chief']",2,363.0,767.0,279.0,118.0,189.0
1291,"['origo', 'genti', 'langobardorum', 'stori', 'tribe', 'winnili', 'dwell', 'southern', 'scandinavia', '3', 'scadanan', 'codex', 'gothanu', 'write', 'winnili']",2,141.0,231.0,96.0,77.0,183.0
1292,"['winnili', 'brave', 'refus', 'pay', 'tribut', 'liberti', 'arm', 'stain', 'tribut', 'vandal', 'prepar', 'war', 'consult', 'godan', 'god']",2,258.0,279.0,333.0,609.0,52.0
1293,"['paul', 'deacon', 'wrote', 'historia', '787', '796', 'cathol', 'monk', 'christian', 'thought', 'pagan', 'stori', 'silli', 'laughabl', 'paul']",2,98.0,357.0,162.0,90.0,75.0
1294,"['etymolog', 'sourc', 'suggest', 'german', 'barta', '“', 'axe', 'english', 'halberd', 'edward', 'gibbon', 'put', 'forth', 'suggest', 'argu']",2,199.0,424.0,246.0,309.0,346.0
1295,"['…', 'börde', 'börd', 'signifi', '“', 'fertil', 'plain', 'district', 'magdeburg', 'lang', 'börde', 'langobardi', 'signifi', '“', 'inhabit']",2,36.0,80.0,32.0,49.0,77.0
1296,"['gallaecian', 'christian', 'priest', 'historian', 'theologian', 'paulu', 'orosiu', 'translat', 'dain', 'barrington', 'lombard', 'winnili', 'origin', 'vinuiloth', 'vinovilith']",2,144.0,474.0,130.0,91.0,84.0
1297,"['shore', 'uppland', 'östergötland', 'cover', 'rock', 'rocki', 'german', 'schæren', 'swedish', 'skiaeren', 'heal', 'signifi', 'port', 'languag', 'consequ']",2,137.0,241.0,104.0,246.0,147.0
1298,"['legendari', 'king', 'sceafa', 'scandza', 'ancient', 'lombard', 'king', 'anglo-saxon', 'english', 'poem', 'widsith', 'king', 'countri', 'sceafa', 'weold']",2,600.0,973.0,711.0,169.0,95.0
1299,"['similar', 'langobard', 'gothic', 'migrat', 'tradit', 'scholar', 'migrat', 'suggest', 'tribe', 'occur', '1st', 'centuri', 'bc', 'teutoni', 'cimbri']",2,715.0,576.0,272.0,131.0,543.0
1300,"['mention', 'lombard', 'occur', 'ad', 'roman', 'court', 'historian', 'velleiu', 'paterculu', 'roman', 'expedit', 'prefect', 'cavalri', 'paterculu', 'tiberiu']",2,1068.0,655.0,327.0,143.0,102.0
1301,"['testimoni', 'strabo', 'ad', 'tacitu', 'ad', 'lombard', 'dwelt', 'mouth', 'elb', 'christian', 'chauci', 'strabo', 'state', 'lombard', 'dwelt']",2,277.0,630.0,131.0,217.0,59.0
1302,"['suetoniu', 'wrote', 'roman', 'nero', 'drusu', 'defeat', 'forc', 'german', 'drove', '“', 'farther', 'albi', 'elb', 'conceiv', 'refuge']",2,655.0,463.0,295.0,506.0,67.0
1303,"['german', 'archaeologist', 'willi', 'wegewitz', 'defin', 'iron', 'age', 'burial', 'site', 'lower', 'elb', 'langobard', 'burial', 'site', 'crematori']",2,180.0,329.0,151.0,263.0,814.0
1304,"['tacitu', 'count', 'lombard', 'remot', 'aggress', 'suebian', 'tribe', 'unit', 'worship', 'deiti', 'nerthu', 'refer', 'earth', 'marobod', 'king']",2,293.0,506.0,273.0,241.0,141.0
1305,"['cheruscan', 'took', 'arm', 'semnon', 'langobard', 'suebian', 'nation', 'revolt', 'sovereignti', 'marobod', 'armi', 'cheruscan', 'langobard', 'fought', 'ancient']",2,323.0,308.0,214.0,429.0,96.0
1306,"['struggl', 'cherusci', 'expel', 'leader', 'nephew', 'arminiu', 'countri', 'lombard', 'appear', 'scene', 'power', 'control', 'destini', 'tribe', 'leader']",2,374.0,510.0,287.0,439.0,190.0
1307,"['cassiu', 'dio', 'marcomann', 'war', '6,000', 'lombard', 'obii', 'thought', 'ubii', 'danub', 'invad', 'pannonia', 'tribe', 'defeat', 'whereupon']",2,730.0,944.0,862.0,1082.0,947.0
1308,"['centuri', 'lombard', 'supposedli', 'appear', 'rhineland', 'claudiu', 'ptolemi', 'suebic', 'lombard', 'bructeri', 'sugambri', 'tencteri', 'elb', 'suebi', 'angili']",2,230.0,658.0,190.0,55.0,141.0
1309,"['centuri', 'german', 'tribe', 'record', 'unit', 'bigger', 'tribal', 'union', 'frank', 'alamanni', 'bavarii', 'saxon', 'lombard', 'mention', 'perhap']",2,334.0,835.0,259.0,490.0,203.0
1310,"['migrat', 'rout', 'lombard', '489', 'homeland', 'rugiland', 'encompass', 'scoringa', 'land', 'elb', 'shore', 'mauringa', 'golanda', 'anthaib', 'banthaib']",2,113.0,362.0,139.0,60.0,109.0
1311,"['lombard', 'depart', 'mauringa', 'golanda', 'scholar', 'ludwig', 'schmidt', 'perhap', 'right', 'oder', 'schmidt', 'name', 'equival', 'gotland', 'good']",2,171.0,322.0,178.0,107.0,146.0
1312,"['golanda', 'lombard', 'anthaib', 'banthaib', 'vurgundaib', 'land', 'burgund', '64', 'vurgundaib', 'lombard', 'storm', 'bulgar', 'probabl', 'hun', 'defeat']",2,179.0,517.0,160.0,131.0,79.0
1313,"['540', 'audoin', 'rule', '546', '560', 'led', 'lombard', 'danub', 'pannonia', 'receiv', 'imperi', 'subsidi', 'justinian', 'battl', 'gepid']",2,216.0,481.0,280.0,287.0,61.0
1314,"['560', 'audoin', 'succeed', 'son', 'alboin', 'energet', 'leader', 'defeat', 'gepida', '566', 'marri', 'rosamund', 'daughter', 'gepid', 'king']",2,314.0,517.0,404.0,181.0,49.0
1315,"['import', 'forum', 'iulii', 'cividal', 'del', 'friuli', 'northeastern', 'itali', '569', 'alboin', 'lombard', 'duchi', 'entrust', 'nephew', 'gisulf']",2,115.0,385.0,153.0,77.0,65.0
1316,"['year', 'lombard', 'penetr', 'conquer', 'tuscani', 'establish', 'duchi', 'spoleto', 'benevento', 'zotto', 'semi-independ', 'outlast', 'kingdom', 'surviv', '12th']",2,282.0,578.0,302.0,219.0,398.0
1317,"['enter', 'itali', 'lombard', 'nativ', 'form', 'pagan', 'arian', 'christian', 'henc', 'good', 'christian', 'church', 'gradual', 'roman', 'roman']",2,1080.0,1149.0,376.0,218.0,161.0
1318,"['lombard', 'territori', 'duchi', 'leader', 'king', 'rule', 'administ', 'land', 'emissari', 'gastaldi', 'subdivis', 'independ', 'indocil', 'duchi', 'depriv']",2,340.0,764.0,430.0,331.0,105.0
1319,"['572', 'alboin', 'murder', 'verona', 'plot', 'led', 'wife', 'rosamund', 'fled', 'ravenna', 'successor', 'cleph', 'assassin', 'ruthless', 'reign']",2,207.0,258.0,224.0,174.0,64.0
1320,"['authari', 'die', '591', 'succeed', 'agilulf', 'duke', 'turin', 'marri', 'theodelinda', 'year', 'agilulf', 'success', 'fought', 'rebel', 'duke']",2,209.0,468.0,427.0,221.0,345.0
1321,"['arioald', 'succeed', 'rothari', 'energet', 'lombard', 'king', 'dominion', 'conquer', 'liguria', '643', 'byzantin', 'territori', 'inner', 'veneto', 'roman']",2,666.0,863.0,340.0,136.0,58.0
1322,"['death', 'king', 'aripert', '661', 'kingdom', 'split', 'children', 'perctarit', 'capit', 'milan', 'godepert', 'reign', 'pavia', 'ticinum', 'perctarit']",2,385.0,529.0,442.0,166.0,99.0
1323,"['lombard', 'fierc', 'battl', 'slavic', 'year', '623', 'lombard', 'unsuccess', 'attack', 'carantanian', '663', '64', 'slav', 'raid', 'vipava']",2,201.0,561.0,247.0,293.0,338.0
1324,"['strife', 'slavic', 'raid', 'sourc', 'struggl', 'year', '705', 'friuli', 'lombard', 'defeat', 'lost', 'land', 'soča', 'name', 'gorizia']",2,388.0,692.0,386.0,283.0,448.0
1325,"['lombard', 'reign', 'recov', 'liutprand', 'lombard', 'king', '712', 'son', 'ansprand', 'successor', 'brutal', 'aripert', 'ii', 'manag', 'regain']",2,383.0,775.0,461.0,129.0,56.0
1326,"['death', 'aistulf', 'ratchi', 'attempt', 'king', 'lombardi', 'depos', 'desideriu', 'duke', 'tuscani', 'lombard', 'rule', 'king', 'desideriu', 'manag']",2,444.0,877.0,609.0,212.0,63.0
1327,"['kingdom', 'pavia', 'fell', 'charlemagn', 'frank', '774', 'lombard-control', 'territori', 'papal', 'state', 'subjug', 'charlemagn', 'descend', '774', 'duke']",2,186.0,709.0,267.0,325.0,91.0
1328,"['charlemagn', 'came', 'armi', 'son', 'loui', 'piou', 'sent', 'forc', 'beneventan', 'duke', 'submit', 'submiss', 'promis', 'kept', 'arechi']",2,302.0,626.0,589.0,521.0,58.0
1329,"['lombard', 'southern', 'itali', 'anomal', 'posit', 'land', 'empir', 'carolingian', 'empir', 'byzantin', 'empir', 'typic', 'pledg', 'promis', 'tribut']",2,636.0,1440.0,500.0,380.0,187.0
1330,"['civil', 'war', 'year', 'peac', 'treati', 'impos', '849', 'emperor', 'loui', 'ii', 'frankish', 'king', 'sovereignti', 'lombard', 'state']",2,696.0,1073.0,1045.0,1059.0,434.0
1331,"['andrew', 'ii', 'napl', 'hire', 'islam', 'mercenari', 'form', 'muslim-christian', 'allianc', 'war', 'sicard', 'benevento', '836', 'sicard', 'respond']",2,345.0,471.0,392.0,638.0,90.0
1332,"['847', 'muslim', 'forc', 'seiz', 'bari', 'lombard', 'gastald', 'control', 'pandenulf', 'saracen', 'incurs', 'adelchi', 'benevento', 'sought', 'suzerain']",2,201.0,475.0,193.0,316.0,48.0
1333,"['death', 'loui', 'landulf', 'ii', 'capua', 'flirt', 'saracen', 'allianc', 'pope', 'john', 'viii', 'break', 'guaimar', 'salerno', 'fought']",2,206.0,414.0,509.0,234.0,55.0
